adulterant,food_category,pair_count,chem_count,cat_count
mislabeled halal beef,Grains and Grain Products,0,1,61
mislabeled halal beef,Produce and Legumes,0,1,41
mislabeled halal beef,Other Beverages,0,1,31
mislabeled halal beef,Fruit Juices and Concentrates,0,1,29
mislabeled halal beef,Animal Feed Products,0,1,27
mislabeled halal beef,Coffee and Tea,0,1,27
mislabeled halal beef,Eggs,0,1,17
mislabeled halal beef,Food Ingredients,0,1,15
mislabeled halal beef,"Other Beverages, Other Foods",0,1,11
mislabeled halal beef,"Meat Products, Produce and Legumes",0,1,9
mislabeled halal beef,"Dairy Products, Other Beverages",0,1,6
mislabeled halal beef,"Dairy Products, Meat Products",0,1,4
mislabeled halal beef,"Dairy Products, Other Foods",0,1,4
mislabeled halal beef,"Oils and Fats, Spices and Extracts",0,1,4
mislabeled halal beef,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
mislabeled ham,Meat Products,1,1,322
mislabeled ham,Fish and Seafood Products,0,1,502
mislabeled ham,"Grains and Grain Products, Produce and Legumes",0,1,255
mislabeled ham,Dairy Products,0,1,235
mislabeled ham,Spices and Extracts,0,1,134
mislabeled ham,Other Foods,0,1,133
mislabeled ham,Oils and Fats,0,1,120
mislabeled ham,Alcoholic Beverages,0,1,115
mislabeled ham,Honey and Other Natural Sweeteners,0,1,86
mislabeled ham,Grains and Grain Products,0,1,61
mislabeled ham,Produce and Legumes,0,1,41
mislabeled ham,Other Beverages,0,1,31
mislabeled ham,Fruit Juices and Concentrates,0,1,29
mislabeled ham,Animal Feed Products,0,1,27
mislabeled ham,Coffee and Tea,0,1,27
mislabeled ham,Eggs,0,1,17
mislabeled ham,Food Ingredients,0,1,15
mislabeled ham,"Other Beverages, Other Foods",0,1,11
mislabeled ham,"Meat Products, Produce and Legumes",0,1,9
mislabeled ham,"Dairy Products, Other Beverages",0,1,6
mislabeled ham,"Dairy Products, Meat Products",0,1,4
mislabeled ham,"Dairy Products, Other Foods",0,1,4
mislabeled ham,"Oils and Fats, Spices and Extracts",0,1,4
mislabeled ham,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
mislabeled pre-packaged foods,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",1,1,1
mislabeled pre-packaged foods,Fish and Seafood Products,0,1,502
mislabeled pre-packaged foods,Meat Products,0,1,322
mislabeled pre-packaged foods,"Grains and Grain Products, Produce and Legumes",0,1,255
mislabeled pre-packaged foods,Dairy Products,0,1,235
mislabeled pre-packaged foods,Spices and Extracts,0,1,134
mislabeled pre-packaged foods,Other Foods,0,1,133
mislabeled pre-packaged foods,Oils and Fats,0,1,120
mislabeled pre-packaged foods,Alcoholic Beverages,0,1,115
mislabeled pre-packaged foods,Honey and Other Natural Sweeteners,0,1,86
mislabeled pre-packaged foods,Grains and Grain Products,0,1,61
mislabeled pre-packaged foods,Produce and Legumes,0,1,41
mislabeled pre-packaged foods,Other Beverages,0,1,31
mislabeled pre-packaged foods,Fruit Juices and Concentrates,0,1,29
mislabeled pre-packaged foods,Animal Feed Products,0,1,27
mislabeled pre-packaged foods,Coffee and Tea,0,1,27
mislabeled pre-packaged foods,Eggs,0,1,17
mislabeled pre-packaged foods,Food Ingredients,0,1,15
mislabeled pre-packaged foods,"Other Beverages, Other Foods",0,1,11
mislabeled pre-packaged foods,"Meat Products, Produce and Legumes",0,1,9
mislabeled pre-packaged foods,"Dairy Products, Other Beverages",0,1,6
mislabeled pre-packaged foods,"Dairy Products, Meat Products",0,1,4
mislabeled pre-packaged foods,"Dairy Products, Other Foods",0,1,4
mislabeled pre-packaged foods,"Oils and Fats, Spices and Extracts",0,1,4
Mislabelled canned tuna,Fish and Seafood Products,1,1,502
Mislabelled canned tuna,Meat Products,0,1,322
Mislabelled canned tuna,"Grains and Grain Products, Produce and Legumes",0,1,255
Mislabelled canned tuna,Dairy Products,0,1,235
Mislabelled canned tuna,Spices and Extracts,0,1,134
Mislabelled canned tuna,Other Foods,0,1,133
Mislabelled canned tuna,Oils and Fats,0,1,120
Mislabelled canned tuna,Alcoholic Beverages,0,1,115
Mislabelled canned tuna,Honey and Other Natural Sweeteners,0,1,86
Mislabelled canned tuna,Grains and Grain Products,0,1,61
Mislabelled canned tuna,Produce and Legumes,0,1,41
Mislabelled canned tuna,Other Beverages,0,1,31
Mislabelled canned tuna,Fruit Juices and Concentrates,0,1,29
Mislabelled canned tuna,Animal Feed Products,0,1,27
Mislabelled canned tuna,Coffee and Tea,0,1,27
Mislabelled canned tuna,Eggs,0,1,17
Mislabelled canned tuna,Food Ingredients,0,1,15
Mislabelled canned tuna,"Other Beverages, Other Foods",0,1,11
Mislabelled canned tuna,"Meat Products, Produce and Legumes",0,1,9
Mislabelled canned tuna,"Dairy Products, Other Beverages",0,1,6
Mislabelled canned tuna,"Dairy Products, Meat Products",0,1,4
Mislabelled canned tuna,"Dairy Products, Other Foods",0,1,4
Mislabelled canned tuna,"Oils and Fats, Spices and Extracts",0,1,4
Mislabelled canned tuna,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
mixing palm oil,Dairy Products,1,1,235
mixing palm oil,Fish and Seafood Products,0,1,502
mixing palm oil,Meat Products,0,1,322
mixing palm oil,"Grains and Grain Products, Produce and Legumes",0,1,255
mixing palm oil,Spices and Extracts,0,1,134
mixing palm oil,Other Foods,0,1,133
mixing palm oil,Oils and Fats,0,1,120
mixing palm oil,Alcoholic Beverages,0,1,115
mixing palm oil,Honey and Other Natural Sweeteners,0,1,86
mixing palm oil,Grains and Grain Products,0,1,61
mixing palm oil,Produce and Legumes,0,1,41
mixing palm oil,Other Beverages,0,1,31
mixing palm oil,Fruit Juices and Concentrates,0,1,29
mixing palm oil,Animal Feed Products,0,1,27
mixing palm oil,Coffee and Tea,0,1,27
mixing palm oil,Eggs,0,1,17
mixing palm oil,Food Ingredients,0,1,15
mixing palm oil,"Other Beverages, Other Foods",0,1,11
mixing palm oil,"Meat Products, Produce and Legumes",0,1,9
mixing palm oil,"Dairy Products, Other Beverages",0,1,6
mixing palm oil,"Dairy Products, Meat Products",0,1,4
mixing palm oil,"Dairy Products, Other Foods",0,1,4
mixing palm oil,"Oils and Fats, Spices and Extracts",0,1,4
mixing palm oil,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
mutton,Meat Products,1,1,322
mutton,Fish and Seafood Products,0,1,502
mutton,"Grains and Grain Products, Produce and Legumes",0,1,255
mutton,Dairy Products,0,1,235
mutton,Spices and Extracts,0,1,134
mutton,Other Foods,0,1,133
mutton,Oils and Fats,0,1,120
mutton,Alcoholic Beverages,0,1,115
mutton,Honey and Other Natural Sweeteners,0,1,86
mutton,Grains and Grain Products,0,1,61
mutton,Produce and Legumes,0,1,41
mutton,Other Beverages,0,1,31
mutton,Fruit Juices and Concentrates,0,1,29
mutton,Animal Feed Products,0,1,27
mutton,Coffee and Tea,0,1,27
mutton,Eggs,0,1,17
mutton,Food Ingredients,0,1,15
mutton,"Other Beverages, Other Foods",0,1,11
mutton,"Meat Products, Produce and Legumes",0,1,9
mutton,"Dairy Products, Other Beverages",0,1,6
mutton,"Dairy Products, Meat Products",0,1,4
mutton,"Dairy Products, Other Foods",0,1,4
mutton,"Oils and Fats, Spices and Extracts",0,1,4
mutton,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
mutton snapper,Fish and Seafood Products,1,1,502
mutton snapper,Meat Products,0,1,322
mutton snapper,"Grains and Grain Products, Produce and Legumes",0,1,255
mutton snapper,Dairy Products,0,1,235
mutton snapper,Spices and Extracts,0,1,134
mutton snapper,Other Foods,0,1,133
mutton snapper,Oils and Fats,0,1,120
mutton snapper,Alcoholic Beverages,0,1,115
mutton snapper,Honey and Other Natural Sweeteners,0,1,86
mutton snapper,Grains and Grain Products,0,1,61
mutton snapper,Produce and Legumes,0,1,41
mutton snapper,Other Beverages,0,1,31
mutton snapper,Fruit Juices and Concentrates,0,1,29
mutton snapper,Animal Feed Products,0,1,27
mutton snapper,Coffee and Tea,0,1,27
mutton snapper,Eggs,0,1,17
mutton snapper,Food Ingredients,0,1,15
mutton snapper,"Other Beverages, Other Foods",0,1,11
mutton snapper,"Meat Products, Produce and Legumes",0,1,9
mutton snapper,"Dairy Products, Other Beverages",0,1,6
mutton snapper,"Dairy Products, Meat Products",0,1,4
mutton snapper,"Dairy Products, Other Foods",0,1,4
mutton snapper,"Oils and Fats, Spices and Extracts",0,1,4
mutton snapper,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
myrtle leaves,Spices and Extracts,1,1,134
myrtle leaves,Fish and Seafood Products,0,1,502
myrtle leaves,Meat Products,0,1,322
myrtle leaves,"Grains and Grain Products, Produce and Legumes",0,1,255
myrtle leaves,Dairy Products,0,1,235
myrtle leaves,Other Foods,0,1,133
myrtle leaves,Oils and Fats,0,1,120
myrtle leaves,Alcoholic Beverages,0,1,115
myrtle leaves,Honey and Other Natural Sweeteners,0,1,86
myrtle leaves,Grains and Grain Products,0,1,61
myrtle leaves,Produce and Legumes,0,1,41
myrtle leaves,Other Beverages,0,1,31
myrtle leaves,Fruit Juices and Concentrates,0,1,29
myrtle leaves,Animal Feed Products,0,1,27
myrtle leaves,Coffee and Tea,0,1,27
myrtle leaves,Eggs,0,1,17
myrtle leaves,Food Ingredients,0,1,15
myrtle leaves,"Other Beverages, Other Foods",0,1,11
myrtle leaves,"Meat Products, Produce and Legumes",0,1,9
myrtle leaves,"Dairy Products, Other Beverages",0,1,6
myrtle leaves,"Dairy Products, Meat Products",0,1,4
myrtle leaves,"Dairy Products, Other Foods",0,1,4
myrtle leaves,"Oils and Fats, Spices and Extracts",0,1,4
myrtle leaves,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Narrowleaf plantain,Other Foods,1,1,133
Narrowleaf plantain,Fish and Seafood Products,0,1,502
Narrowleaf plantain,Meat Products,0,1,322
Narrowleaf plantain,"Grains and Grain Products, Produce and Legumes",0,1,255
Narrowleaf plantain,Dairy Products,0,1,235
Narrowleaf plantain,Spices and Extracts,0,1,134
Narrowleaf plantain,Oils and Fats,0,1,120
Narrowleaf plantain,Alcoholic Beverages,0,1,115
Narrowleaf plantain,Honey and Other Natural Sweeteners,0,1,86
Narrowleaf plantain,Grains and Grain Products,0,1,61
Narrowleaf plantain,Produce and Legumes,0,1,41
Narrowleaf plantain,Other Beverages,0,1,31
Narrowleaf plantain,Fruit Juices and Concentrates,0,1,29
Narrowleaf plantain,Animal Feed Products,0,1,27
Narrowleaf plantain,Coffee and Tea,0,1,27
Narrowleaf plantain,Eggs,0,1,17
Narrowleaf plantain,Food Ingredients,0,1,15
Narrowleaf plantain,"Other Beverages, Other Foods",0,1,11
Narrowleaf plantain,"Meat Products, Produce and Legumes",0,1,9
Narrowleaf plantain,"Dairy Products, Other Beverages",0,1,6
Narrowleaf plantain,"Dairy Products, Meat Products",0,1,4
Narrowleaf plantain,"Dairy Products, Other Foods",0,1,4
Narrowleaf plantain,"Oils and Fats, Spices and Extracts",0,1,4
Narrowleaf plantain,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
natamycin,Fruit Juices and Concentrates,1,1,29
natamycin,Fish and Seafood Products,0,1,502
natamycin,Meat Products,0,1,322
natamycin,"Grains and Grain Products, Produce and Legumes",0,1,255
natamycin,Dairy Products,0,1,235
natamycin,Spices and Extracts,0,1,134
natamycin,Other Foods,0,1,133
natamycin,Oils and Fats,0,1,120
natamycin,Alcoholic Beverages,0,1,115
natamycin,Honey and Other Natural Sweeteners,0,1,86
natamycin,Grains and Grain Products,0,1,61
natamycin,Produce and Legumes,0,1,41
natamycin,Other Beverages,0,1,31
natamycin,Animal Feed Products,0,1,27
natamycin,Coffee and Tea,0,1,27
natamycin,Eggs,0,1,17
natamycin,Food Ingredients,0,1,15
natamycin,"Other Beverages, Other Foods",0,1,11
natamycin,"Meat Products, Produce and Legumes",0,1,9
natamycin,"Dairy Products, Other Beverages",0,1,6
natamycin,"Dairy Products, Meat Products",0,1,4
natamycin,"Dairy Products, Other Foods",0,1,4
natamycin,"Oils and Fats, Spices and Extracts",0,1,4
natamycin,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Fish and Seafood Products,1,1,502
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Meat Products,0,1,322
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Grains and Grain Products, Produce and Legumes",0,1,255
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Dairy Products,0,1,235
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Spices and Extracts,0,1,134
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Other Foods,0,1,133
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Oils and Fats,0,1,120
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Alcoholic Beverages,0,1,115
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Honey and Other Natural Sweeteners,0,1,86
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Grains and Grain Products,0,1,61
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Produce and Legumes,0,1,41
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Other Beverages,0,1,31
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Fruit Juices and Concentrates,0,1,29
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Animal Feed Products,0,1,27
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Coffee and Tea,0,1,27
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Eggs,0,1,17
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],Food Ingredients,0,1,15
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Other Beverages, Other Foods",0,1,11
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Meat Products, Produce and Legumes",0,1,9
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Dairy Products, Other Beverages",0,1,6
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Dairy Products, Meat Products",0,1,4
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Dairy Products, Other Foods",0,1,4
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Oils and Fats, Spices and Extracts",0,1,4
Netuma thalassinus [Common name Giant Whiskered Fish or Whiskered Fish],"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Nicotine,Meat Products,1,1,322
Nicotine,Fish and Seafood Products,0,1,502
Nicotine,"Grains and Grain Products, Produce and Legumes",0,1,255
Nicotine,Dairy Products,0,1,235
Nicotine,Spices and Extracts,0,1,134
Nicotine,Other Foods,0,1,133
Nicotine,Oils and Fats,0,1,120
Nicotine,Alcoholic Beverages,0,1,115
Nicotine,Honey and Other Natural Sweeteners,0,1,86
Nicotine,Grains and Grain Products,0,1,61
Nicotine,Produce and Legumes,0,1,41
Nicotine,Other Beverages,0,1,31
Nicotine,Fruit Juices and Concentrates,0,1,29
Nicotine,Animal Feed Products,0,1,27
Nicotine,Coffee and Tea,0,1,27
Nicotine,Eggs,0,1,17
Nicotine,Food Ingredients,0,1,15
Nicotine,"Other Beverages, Other Foods",0,1,11
Nicotine,"Meat Products, Produce and Legumes",0,1,9
Nicotine,"Dairy Products, Other Beverages",0,1,6
Nicotine,"Dairy Products, Meat Products",0,1,4
Nicotine,"Dairy Products, Other Foods",0,1,4
Nicotine,"Oils and Fats, Spices and Extracts",0,1,4
Nicotine,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
nitrofuran,Meat Products,1,1,322
nitrofuran,Fish and Seafood Products,0,1,502
nitrofuran,"Grains and Grain Products, Produce and Legumes",0,1,255
nitrofuran,Dairy Products,0,1,235
nitrofuran,Spices and Extracts,0,1,134
nitrofuran,Other Foods,0,1,133
nitrofuran,Oils and Fats,0,1,120
nitrofuran,Alcoholic Beverages,0,1,115
nitrofuran,Honey and Other Natural Sweeteners,0,1,86
nitrofuran,Grains and Grain Products,0,1,61
nitrofuran,Produce and Legumes,0,1,41
nitrofuran,Other Beverages,0,1,31
nitrofuran,Fruit Juices and Concentrates,0,1,29
nitrofuran,Animal Feed Products,0,1,27
nitrofuran,Coffee and Tea,0,1,27
nitrofuran,Eggs,0,1,17
nitrofuran,Food Ingredients,0,1,15
nitrofuran,"Other Beverages, Other Foods",0,1,11
nitrofuran,"Meat Products, Produce and Legumes",0,1,9
nitrofuran,"Dairy Products, Other Beverages",0,1,6
nitrofuran,"Dairy Products, Meat Products",0,1,4
nitrofuran,"Dairy Products, Other Foods",0,1,4
nitrofuran,"Oils and Fats, Spices and Extracts",0,1,4
nitrofuran,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
non Zamzam water,Other Beverages,1,1,31
non Zamzam water,Fish and Seafood Products,0,1,502
non Zamzam water,Meat Products,0,1,322
non Zamzam water,"Grains and Grain Products, Produce and Legumes",0,1,255
non Zamzam water,Dairy Products,0,1,235
non Zamzam water,Spices and Extracts,0,1,134
non Zamzam water,Other Foods,0,1,133
non Zamzam water,Oils and Fats,0,1,120
non Zamzam water,Alcoholic Beverages,0,1,115
non Zamzam water,Honey and Other Natural Sweeteners,0,1,86
non Zamzam water,Grains and Grain Products,0,1,61
non Zamzam water,Produce and Legumes,0,1,41
non Zamzam water,Fruit Juices and Concentrates,0,1,29
non Zamzam water,Animal Feed Products,0,1,27
non Zamzam water,Coffee and Tea,0,1,27
non Zamzam water,Eggs,0,1,17
non Zamzam water,Food Ingredients,0,1,15
non Zamzam water,"Other Beverages, Other Foods",0,1,11
non Zamzam water,"Meat Products, Produce and Legumes",0,1,9
non Zamzam water,"Dairy Products, Other Beverages",0,1,6
non Zamzam water,"Dairy Products, Meat Products",0,1,4
non Zamzam water,"Dairy Products, Other Foods",0,1,4
non Zamzam water,"Oils and Fats, Spices and Extracts",0,1,4
non Zamzam water,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
non-edible ghee,Dairy Products,1,1,235
non-edible ghee,Fish and Seafood Products,0,1,502
non-edible ghee,Meat Products,0,1,322
non-edible ghee,"Grains and Grain Products, Produce and Legumes",0,1,255
non-edible ghee,Spices and Extracts,0,1,134
non-edible ghee,Other Foods,0,1,133
non-edible ghee,Oils and Fats,0,1,120
non-edible ghee,Alcoholic Beverages,0,1,115
non-edible ghee,Honey and Other Natural Sweeteners,0,1,86
non-edible ghee,Grains and Grain Products,0,1,61
non-edible ghee,Produce and Legumes,0,1,41
non-edible ghee,Other Beverages,0,1,31
non-edible ghee,Fruit Juices and Concentrates,0,1,29
non-edible ghee,Animal Feed Products,0,1,27
non-edible ghee,Coffee and Tea,0,1,27
non-edible ghee,Eggs,0,1,17
non-edible ghee,Food Ingredients,0,1,15
non-edible ghee,"Other Beverages, Other Foods",0,1,11
non-edible ghee,"Meat Products, Produce and Legumes",0,1,9
non-edible ghee,"Dairy Products, Other Beverages",0,1,6
non-edible ghee,"Dairy Products, Meat Products",0,1,4
non-edible ghee,"Dairy Products, Other Foods",0,1,4
non-edible ghee,"Oils and Fats, Spices and Extracts",0,1,4
non-edible ghee,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
non-food grade milk powder,Dairy Products,1,1,235
non-food grade milk powder,Fish and Seafood Products,0,1,502
non-food grade milk powder,Meat Products,0,1,322
non-food grade milk powder,"Grains and Grain Products, Produce and Legumes",0,1,255
non-food grade milk powder,Spices and Extracts,0,1,134
non-food grade milk powder,Other Foods,0,1,133
non-food grade milk powder,Oils and Fats,0,1,120
non-food grade milk powder,Alcoholic Beverages,0,1,115
non-food grade milk powder,Honey and Other Natural Sweeteners,0,1,86
non-food grade milk powder,Grains and Grain Products,0,1,61
non-food grade milk powder,Produce and Legumes,0,1,41
non-food grade milk powder,Other Beverages,0,1,31
non-food grade milk powder,Fruit Juices and Concentrates,0,1,29
non-food grade milk powder,Animal Feed Products,0,1,27
non-food grade milk powder,Coffee and Tea,0,1,27
non-food grade milk powder,Eggs,0,1,17
non-food grade milk powder,Food Ingredients,0,1,15
non-food grade milk powder,"Other Beverages, Other Foods",0,1,11
non-food grade milk powder,"Meat Products, Produce and Legumes",0,1,9
non-food grade milk powder,"Dairy Products, Other Beverages",0,1,6
non-food grade milk powder,"Dairy Products, Meat Products",0,1,4
non-food grade milk powder,"Dairy Products, Other Foods",0,1,4
non-food grade milk powder,"Oils and Fats, Spices and Extracts",0,1,4
non-food grade milk powder,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Non-Halal beef,Meat Products,1,1,322
Non-Halal beef,Fish and Seafood Products,0,1,502
Non-Halal beef,"Grains and Grain Products, Produce and Legumes",0,1,255
Non-Halal beef,Dairy Products,0,1,235
Non-Halal beef,Spices and Extracts,0,1,134
Non-Halal beef,Other Foods,0,1,133
Non-Halal beef,Oils and Fats,0,1,120
Non-Halal beef,Alcoholic Beverages,0,1,115
Non-Halal beef,Honey and Other Natural Sweeteners,0,1,86
Non-Halal beef,Grains and Grain Products,0,1,61
Non-Halal beef,Produce and Legumes,0,1,41
Non-Halal beef,Other Beverages,0,1,31
Non-Halal beef,Fruit Juices and Concentrates,0,1,29
Non-Halal beef,Animal Feed Products,0,1,27
Non-Halal beef,Coffee and Tea,0,1,27
Non-Halal beef,Eggs,0,1,17
Non-Halal beef,Food Ingredients,0,1,15
Non-Halal beef,"Other Beverages, Other Foods",0,1,11
Non-Halal beef,"Meat Products, Produce and Legumes",0,1,9
Non-Halal beef,"Dairy Products, Other Beverages",0,1,6
Non-Halal beef,"Dairy Products, Meat Products",0,1,4
Non-Halal beef,"Dairy Products, Other Foods",0,1,4
Non-Halal beef,"Oils and Fats, Spices and Extracts",0,1,4
Non-Halal beef,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Non-Hungarian Paprika,Spices and Extracts,1,1,134
Non-Hungarian Paprika,Fish and Seafood Products,0,1,502
Non-Hungarian Paprika,Meat Products,0,1,322
Non-Hungarian Paprika,"Grains and Grain Products, Produce and Legumes",0,1,255
Non-Hungarian Paprika,Dairy Products,0,1,235
Non-Hungarian Paprika,Other Foods,0,1,133
Non-Hungarian Paprika,Oils and Fats,0,1,120
Non-Hungarian Paprika,Alcoholic Beverages,0,1,115
Non-Hungarian Paprika,Honey and Other Natural Sweeteners,0,1,86
Non-Hungarian Paprika,Grains and Grain Products,0,1,61
Non-Hungarian Paprika,Produce and Legumes,0,1,41
Non-Hungarian Paprika,Other Beverages,0,1,31
Non-Hungarian Paprika,Fruit Juices and Concentrates,0,1,29
Non-Hungarian Paprika,Animal Feed Products,0,1,27
Non-Hungarian Paprika,Coffee and Tea,0,1,27
Non-Hungarian Paprika,Eggs,0,1,17
Non-Hungarian Paprika,Food Ingredients,0,1,15
Non-Hungarian Paprika,"Other Beverages, Other Foods",0,1,11
Non-Hungarian Paprika,"Meat Products, Produce and Legumes",0,1,9
Non-Hungarian Paprika,"Dairy Products, Other Beverages",0,1,6
Non-Hungarian Paprika,"Dairy Products, Meat Products",0,1,4
Non-Hungarian Paprika,"Dairy Products, Other Foods",0,1,4
Non-Hungarian Paprika,"Oils and Fats, Spices and Extracts",0,1,4
Non-Hungarian Paprika,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
non-Kona coffee beans,Coffee and Tea,1,1,27
non-Kona coffee beans,Fish and Seafood Products,0,1,502
non-Kona coffee beans,Meat Products,0,1,322
non-Kona coffee beans,"Grains and Grain Products, Produce and Legumes",0,1,255
non-Kona coffee beans,Dairy Products,0,1,235
non-Kona coffee beans,Spices and Extracts,0,1,134
non-Kona coffee beans,Other Foods,0,1,133
non-Kona coffee beans,Oils and Fats,0,1,120
non-Kona coffee beans,Alcoholic Beverages,0,1,115
non-Kona coffee beans,Honey and Other Natural Sweeteners,0,1,86
non-Kona coffee beans,Grains and Grain Products,0,1,61
non-Kona coffee beans,Produce and Legumes,0,1,41
non-Kona coffee beans,Other Beverages,0,1,31
non-Kona coffee beans,Fruit Juices and Concentrates,0,1,29
non-Kona coffee beans,Animal Feed Products,0,1,27
non-Kona coffee beans,Eggs,0,1,17
non-Kona coffee beans,Food Ingredients,0,1,15
non-Kona coffee beans,"Other Beverages, Other Foods",0,1,11
non-Kona coffee beans,"Meat Products, Produce and Legumes",0,1,9
non-Kona coffee beans,"Dairy Products, Other Beverages",0,1,6
non-Kona coffee beans,"Dairy Products, Meat Products",0,1,4
non-Kona coffee beans,"Dairy Products, Other Foods",0,1,4
non-Kona coffee beans,"Oils and Fats, Spices and Extracts",0,1,4
non-Kona coffee beans,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Non-Kosher Certified Olive OIl,Oils and Fats,1,1,120
Non-Kosher Certified Olive OIl,Fish and Seafood Products,0,1,502
Non-Kosher Certified Olive OIl,Meat Products,0,1,322
Non-Kosher Certified Olive OIl,"Grains and Grain Products, Produce and Legumes",0,1,255
Non-Kosher Certified Olive OIl,Dairy Products,0,1,235
Non-Kosher Certified Olive OIl,Spices and Extracts,0,1,134
Non-Kosher Certified Olive OIl,Other Foods,0,1,133
Non-Kosher Certified Olive OIl,Alcoholic Beverages,0,1,115
Non-Kosher Certified Olive OIl,Honey and Other Natural Sweeteners,0,1,86
Non-Kosher Certified Olive OIl,Grains and Grain Products,0,1,61
Non-Kosher Certified Olive OIl,Produce and Legumes,0,1,41
Non-Kosher Certified Olive OIl,Other Beverages,0,1,31
Non-Kosher Certified Olive OIl,Fruit Juices and Concentrates,0,1,29
Non-Kosher Certified Olive OIl,Animal Feed Products,0,1,27
Non-Kosher Certified Olive OIl,Coffee and Tea,0,1,27
Non-Kosher Certified Olive OIl,Eggs,0,1,17
Non-Kosher Certified Olive OIl,Food Ingredients,0,1,15
Non-Kosher Certified Olive OIl,"Other Beverages, Other Foods",0,1,11
Non-Kosher Certified Olive OIl,"Meat Products, Produce and Legumes",0,1,9
Non-Kosher Certified Olive OIl,"Dairy Products, Other Beverages",0,1,6
Non-Kosher Certified Olive OIl,"Dairy Products, Meat Products",0,1,4
Non-Kosher Certified Olive OIl,"Dairy Products, Other Foods",0,1,4
Non-Kosher Certified Olive OIl,"Oils and Fats, Spices and Extracts",0,1,4
Non-Kosher Certified Olive OIl,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,1,1
Non-maryland blue crab,Fish and Seafood Products,1,1,502
Non-maryland blue crab,Meat Products,0,1,322
Non-maryland blue crab,"Grains and Grain Products, Produce and Legumes",0,1,255
Non-maryland blue crab,Dairy Products,0,1,235
Non-maryland blue crab,Spices and Extracts,0,1,134
Non-maryland blue crab,Other Foods,0,1,133
Non-maryland blue crab,Oils and Fats,0,1,120
Non-maryland blue crab,Alcoholic Beverages,0,1,115
Non-maryland blue crab,Honey and Other Natural Sweeteners,0,1,86
Non-maryland blue crab,Grains and Grain Products,0,1,61
