adulterant,food_category,food_product,method,produced_location,year_begin,year_end
chloramphenicol,Fish and Seafood Products,Hairy Crab,Artificial Enhancement,"East Asia, China",2011,2012
chloramphenicol,Fish and Seafood Products,pasteurized special white crab meat,Artificial Enhancement,"East Asia, China",2003,2004
chloramphenicol,Fish and Seafood Products,pasteurized special claw crab meat,Artificial Enhancement,"East Asia, China",2003,2004
chloramphenicol,Fish and Seafood Products,pasteurized jumbo lump crab meat,Artificial Enhancement,"East Asia, China",2003,2004
chloroform,Alcoholic Beverages,vodka,Dilution with with a non-food-grade substance,"Western Europe, United Kingdom",2011,2011
chlorophyll,Oils and Fats,Italian Extra Virgin Olive Oil,Mislabeling,"Western Europe, Italy",Unknown,2008
citric acid,Fruit Juices and Concentrates,lemon juice,Dilution,"North America, United States",Unknown,2012
citric acid,Fish and Seafood Products,Seafood,Substitution,"Western Europe, Spain; Western Europe, Italy",Unknown,2015
citric acid,Grains and Grain Products,chips,Mislabeling,"North America, United States",Unknown,2014
citric acid,Alcoholic Beverages,branded alcohol,Counterfeit,"Eastern Europe, Russia",Unknown,2015
citric acid,Fruit Juices and Concentrates,orange juice from concentrate,Dilution with with a non-food-grade substance,"North America, United States",Before 1980,1991
coagulant,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
coconut oil,Oils and Fats,butter,Dilution with with a non-food-grade substance,"Western Europe, France; Western Europe, Italy",1997,2000
coconut oil,Dairy Products,Circassian cheese,Mislabeling,"Eastern Europe, Russia",Unknown,2014
cod,Fish and Seafood Products,snapper,Substitution,"North America, United States",2006,2012
cod,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
collagenic animal protein,Meat Products,"""Doktorskaya"" sausage",Mislabeling,"Eastern Europe, Russia",Unknown,2015
colorants,Alcoholic Beverages,cognac,Counterfeit,"Eastern Europe, Ukraine",Unknown,2012
coloring agents,Alcoholic Beverages,whiskey,Substitution,"Eastern Europe, Russia",2011,2012
coloring agents,Alcoholic Beverages,vodka,Substitution,"Eastern Europe, Russia",2011,2012
coloring agents,Alcoholic Beverages,cognac,Substitution,"Eastern Europe, Russia",2011,2012
colors,Dairy Products,pure ghee,Substitution,"Southeast Asia, India",2011,2011
colors,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
commercial glucose,Honey and Other Natural Sweeteners,honey,Dilution,"South America, Argentina",Unknown,2011
contaminated water,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2013,2013
contaminated with dioxins,Fish and Seafood Products,Fish,Intentional Distribution of Contaminated Product,"Western Europe, Sweden",2002,Unknown
contaminated with dioxins,Fish and Seafood Products,Baltic Sea Salmon,Intentional Distribution of Contaminated Product,"Western Europe, Sweden",2002,Unknown
copper cholorphyllin,Oils and Fats,Grapeseed Oil,Dilution,"Southeast Asia, Taiwan",2009,2011
copper cholorphyllin,Oils and Fats,Chili Oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
copper cholorphyllin,Oils and Fats,peanut oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
copper cholorphyllin,Oils and Fats,olive oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
copper cholorphyllin,Oils and Fats,Pure Olive oil,Dilution,"Southeast Asia, Taiwan",2009,2011
copper cholorphyllin,Oils and Fats,Pure Olive oil,Dilution,"Southeast Asia, Taiwan",2009,2011
copper cholorphyllin,Oils and Fats,Grapeseed Oil,Dilution,"Southeast Asia, Taiwan",2009,2011
coriander,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
coriander,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
corn,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
corn additives,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
corn additives,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
corn starch,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
corn starch,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
corn starch,Grains and Grain Products,rice noodles,Mislabeling,"Southeast Asia, Taiwan",Unknown,2013
corn starch,Grains and Grain Products,Sago,Artificial Enhancement,"Southeast Asia, India",Unknown,2014
corn sugar,Other Beverages,coconut water,Mislabeling,"Southeast Asia, Thailand",Unknown,2014
corn sugar,Honey and Other Natural Sweeteners,honey,Mislabeling,"Middle East, Turkey",2006,2013
corn sugar,Honey and Other Natural Sweeteners,honey,Mislabeling,"Middle East, Turkey",Unknown,2014
corn syrup,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",Before 1980,1996
corn syrup,Honey and Other Natural Sweeteners,maple syrup,Dilution,"North America, United States",Before 1980,1996
corn syrup,Honey and Other Natural Sweeteners,sorghum syrup,Dilution,"North America, United States",Before 1980,1996
corn syrup,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",1988,1992
corn syrup,Fruit Juices and Concentrates,apple juice concentrate,Dilution,"North America, United States",Before 1980,1983
corn syrup,Honey and Other Natural Sweeteners,molasses,Dilution,"North America, United States",Before 1980,1996
corn syrup,Honey and Other Natural Sweeteners,honey,Dilution,"South America, Argentina",Unknown,2011
corn syrup,Honey and Other Natural Sweeteners,cane syrup,Dilution,"North America, United States",Before 1980,1996
corvina,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
cosmetic-grade oils,Oils and Fats,butter,Dilution with with a non-food-grade substance,"Western Europe, France; Western Europe, Italy",1997,2000
cotton seed oil,Oils and Fats,soyabean oil,Dilution,"Southeast Asia, India",Unknown,2015
cottonseed oil,Oils and Fats,Sesame oil,Dilution,"Southeast Asia, Taiwan",2009,2013
cottonseed oil,Oils and Fats,olive oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
cottonseed oil,Oils and Fats,Chili Oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
cottonseed oil,Oils and Fats,peanut oil,Substitution with a non-food-grade substance,"Southeast Asia, Taiwan",Unknown,2013
cottonseed oil,Oils and Fats,peanut oil,Substitution,"East Asia, China",2012,2012
cottonseed oil,Oils and Fats,Peanut Oil Products,Dilution,"Southeast Asia, Taiwan",2009,2013
cough medicine,Alcoholic Beverages,bootleg alcohol,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
counterfeit,Alcoholic Beverages,vodka,Counterfeit,unknown,2012,2012
counterfeit Borjomi mineral water,Other Beverages,Borjomi mineral water,Counterfeit,"Middle East, Georgia",Unknown,2014
counterfeit Borjomi mineral water,Other Beverages,Borjomi mineral water,Counterfeit,"Eastern Europe, Russia",Unknown,2014
counterfeit Borjomi mineral water,Other Beverages,Likani mineral water,Counterfeit,"Middle East, Georgia",Unknown,2014
counterfeit Likani mineral water,Other Beverages,Likani mineral water,Counterfeit,"Middle East, Georgia",Unknown,2014
counterfeit Likani mineral water,Other Beverages,Borjomi mineral water,Counterfeit,"Middle East, Georgia",Unknown,2014
counterfeit Nestle Milo,Other Foods,Nestle powdered Milo,Counterfeit,"Oceania, Australia",2012,2012
counterfeit Nestle Milo,Other Foods,Nestle Milo,Counterfeit,"Southeast Asia, Malaysia",Unknown,2015
counterfeit Smirnoff vodka,Alcoholic Beverages,Smirnoff Red Label vodka,Counterfeit,"Western Europe, United Kingdom",2014,2015
counterfeit alcohol,Alcoholic Beverages,alcoholic beverages,Counterfeit,"Eastern Europe, Ukraine",2014,2014
counterfeit alcohol,Alcoholic Beverages,vodka,Counterfeit,"Eastern Europe, Ukraine",2014,2014
counterfeit coffee,Coffee and Tea,coffee,Counterfeit,unknown,2008,2008
counterfeit cognac,Alcoholic Beverages,cognac,Counterfeit,"Eastern Europe, Ukraine",Unknown,2012
counterfeit fruit juice,Fruit Juices and Concentrates,fruit juice,Counterfeit,"Central America and the Caribbean, Jamaica",2012,2012
counterfeit ghee,Dairy Products,ghee,Dilution,"Southeast Asia, India",Unknown,2015
counterfeit ghee,Dairy Products,ghee,Counterfeit,"Southeast Asia, India",Unknown,2013
counterfeit infant formula,Dairy Products,infant formula,Counterfeit,"East Asia, China",2003,2004
counterfeit juice,Other Beverages,juice,Counterfeit,"East Asia, China",2011,2011
counterfeit juice,Other Beverages,soft drinks,Counterfeit,"East Asia, China",2011,2011
counterfeit ketchup,Other Foods,ketchup,Counterfeit,"North America, United States",2012,2012
counterfeit soft drinks,Other Beverages,soft drinks,Counterfeit,"East Asia, China",2011,2011
counterfeit soft drinks,Other Beverages,brand-name soft drinks,Counterfeit,"Southeast Asia, Pakistan",Unknown,2012
counterfeit soft drinks,Other Beverages,juice,Counterfeit,"East Asia, China",2011,2011
counterfeit spaghetti,Grains and Grain Products,spaghetti,Counterfeit,"West Africa, Nigeria",2012,2012
counterfeit vodka,Alcoholic Beverages,vodka,Counterfeit,unknown,2014,2014
counterfeit whisky,Alcoholic Beverages,vodka,Counterfeit,unknown,2014,2014
cow's milk,Dairy Products,buffalo mozzarella,Dilution,"Western Europe, Italy",2010,2010
crawfish,Fish and Seafood Products,lobster,Substitution,"North America, United States",Unknown,2015
crushed insects,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
crushed insects,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
cyanuric acid,Animal Feed Products,corn gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
cyanuric acid,Animal Feed Products,wheat gluten,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
cyanuric acid,Animal Feed Products,rice proteins,Dilution with with a non-food-grade substance,"East Asia, China",2006,2007
cyclamate,Food Ingredients,Stevia,Substitution,"South America, Bolivia",Unknown,2014
dalda,Dairy Products,ghee,Counterfeit,"Southeast Asia, India",Unknown,2013
damaged or overripe olives,Oils and Fats,extra virgin olive oil,Mislabeling,unknown,Unknown,2011
denatured rapeseed oil not fit for consumption,Oils and Fats,olive oil,Substitution,"Western Europe, Spain",1981,1981
detergent,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
detergent,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2015,2015
detergent,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
dextrose,Honey and Other Natural Sweeteners,molasses,Dilution,"North America, United States",Before 1980,1996
dextrose,Honey and Other Natural Sweeteners,sorghum syrup,Dilution,"North America, United States",Before 1980,1996
dextrose,Honey and Other Natural Sweeteners,maple syrup,Dilution,"North America, United States",Before 1980,1996
dextrose,Honey and Other Natural Sweeteners,honey,Dilution,"North America, United States",Before 1980,1996
dextrose,Honey and Other Natural Sweeteners,cane syrup,Dilution,"North America, United States",Before 1980,1996
dibutyl phthalate,Alcoholic Beverages,liquor,Artificial Enhancement,"East Asia, China",2012,2012
diethylene glycol,Alcoholic Beverages,wine,Artificial Enhancement,"Western Europe, Austria",Unknown,1985
diethylhexyl phthalate,Alcoholic Beverages,liquor,Artificial Enhancement,"East Asia, China",2012,2012
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",calcium supplements,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",jams,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",calcium supplements,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",jellies,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",multivitamin tablet,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",Multivitamin Tablets,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",probiotic powder,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
diethylhexyl pthalate (DEHP),"Other Beverages, Other Foods",sports drinks,Artificial Enhancement,"Southeast Asia, Taiwan",Unknown,2011
