category,chemical,pair_count,cat_count,chem_count
Fish & Seafood,glycine,1,2623,2
Fish & Seafood,indigotine / indigo carmine,1,2623,2
Fish & Seafood,tetrachloroethylene,1,2623,2
Fish & Seafood,salt,1,2623,1
Fish & Seafood,sorbitan tristearate,1,2623,1
Fish & Seafood,betanin,1,2623,1
Fish & Seafood,aluminium sodium sulphate,1,2623,1
Fish & Seafood,4-hexylresorcinol,1,2623,1
Fish & Seafood,ethyl maltol,1,2623,1
Fish & Seafood,sodium carbonates,1,2623,1
Fish & Seafood,citrate,1,2623,1
Fish & Seafood,illegal trade of,1,2623,1
Fish & Seafood,chilled cuttlefish,1,2623,1
Fish & Seafood,frozen whole cleaned cuttlefish,1,2623,1
Fish & Seafood,oil-pollution,1,2623,1
Fish & Seafood,quicksilver,1,2623,1
Fish & Seafood,phenoxyethanol,1,2623,1
Fish & Seafood,the cold chain -,1,2623,1
Fish & Seafood,color sudan 4,0,2623,180
Fish & Seafood,iodine,0,2623,129
Fish & Seafood,aluminium,0,2623,117
Fish & Seafood,"3-monochlor-1,2-propanediol",0,2623,114
Fish & Seafood,chromium,0,2623,89
Fish & Seafood,tartrazine,0,2623,87
Fish & Seafood,sibutramine,0,2623,64
Fish & Seafood,melamine,0,2623,59
Fish & Seafood,erucic acid,0,2623,48
Fish & Seafood,titanium dioxide,0,2623,48
Fish & Seafood,tin,0,2623,47
Fish & Seafood,"1,3 dimethylamylamine",0,2623,46
Fish & Seafood,sildenafil,0,2623,34
Fish & Seafood,color rhodamine b,0,2623,33
Fish & Seafood,amaranth,0,2623,28
Fish & Seafood,nickel,0,2623,28
Fish & Seafood,sildenafil thiono analogue,0,2623,26
Fish & Seafood,synephrine,0,2623,26
Fish & Seafood,yohimbine,0,2623,25
Fish & Seafood,carrageenan,0,2623,24
Fish & Seafood,tadalafil,0,2623,22
Fish & Seafood,benzalkonium chloride,0,2623,22
Fish & Seafood,color para red,0,2623,22
Fish & Seafood,cyanide,0,2623,21
Fish & Seafood,morphine,0,2623,20
Fish & Seafood,propylene glycol,0,2623,20
Fish & Seafood,cyclamate,0,2623,19
Fish & Seafood,mineral oil,0,2623,19
Fish & Seafood,magnesium aspartate,0,2623,18
Fish & Seafood,morpholine,0,2623,18
Fish & Seafood,vitamin b6,0,2623,17
Fish & Seafood,sodium benzoate,0,2623,17
Fish & Seafood,benzethonium chloride,0,2623,16
Fish & Seafood,coumarin,0,2623,16
Fish & Seafood,herbs,0,2623,14
Fish & Seafood,zinc,0,2623,14
Fish & Seafood,nitrite,0,2623,13
Fish & Seafood,saccharin,0,2623,13
Fish & Seafood,calcium disodium ethylene diamine tetra acetate,0,2623,12
Fish & Seafood,phenolphthalein,0,2623,11
Fish & Seafood,gold,0,2623,11
Fish & Seafood,color red yeast rice,0,2623,11
Fish & Seafood,vitamin d,0,2623,10
Fish & Seafood,vinpocetine,0,2623,10
Fish & Seafood,monoethylene glycol,0,2623,10
Fish & Seafood,acesulfame k,0,2623,10
Fish & Seafood,konjac,0,2623,10
Fish & Seafood,melatonin,0,2623,9
Fish & Seafood,food additive formic acid,0,2623,9
Fish & Seafood,benzene,0,2623,9
Fish & Seafood,methanol,0,2623,9
Fish & Seafood,vanadium,0,2623,8
Fish & Seafood,caffeine,0,2623,8
Fish & Seafood,semicarbazide,0,2623,8
Fish & Seafood,copper,0,2623,7
Fish & Seafood,n-didesmethyl sibutramine,0,2623,7
Fish & Seafood,color orange ii,0,2623,7
Fish & Seafood,aflatoxins,0,2623,7
Fish & Seafood,nitrates,0,2623,7
Fish & Seafood,propyl p-hydroxybenzoate,0,2623,7
Fish & Seafood,fruit jelly cups,0,2623,7
Fish & Seafood,overdosage with nicotinic acid,0,2623,6
Fish & Seafood,residue level above mrl for copper,0,2623,6
Fish & Seafood,"tin, nickel",0,2623,6
Fish & Seafood,vanadyl sulphate,0,2623,6
Fish & Seafood,trans fatty acids,0,2623,6
Fish & Seafood,aspartame,0,2623,6
Fish & Seafood,taurine,0,2623,6
Fish & Seafood,fast green fcf / fd&c green,0,2623,6
Fish & Seafood,hydrogen peroxide,0,2623,6
Fish & Seafood,tetrahydrocannabinol,0,2623,5
Fish & Seafood,lithium,0,2623,5
Fish & Seafood,ephedrine,0,2623,5
Fish & Seafood,herb,0,2623,5
Fish & Seafood,red 2g,0,2623,5
Fish & Seafood,agar,0,2623,5
Fish & Seafood,peroxide,0,2623,5
Fish & Seafood,chlorine,0,2623,5
Fish & Seafood,vitamin a,0,2623,4
Fish & Seafood,color methyl yellow,0,2623,4
Fish & Seafood,androstenedione,0,2623,4
Fish & Seafood,chromium amino acid chelate,0,2623,4
Fish & Seafood,novel food ingredient creatine derivative,0,2623,4
Fish & Seafood,dimethylsildenafil,0,2623,4
Fish & Seafood,alkalinity,0,2623,4
Fish & Seafood,capsaicin,0,2623,4
Fish & Seafood,color gardenia yellow,0,2623,4
Fish & Seafood,acetildenafil,0,2623,4
Fish & Seafood,gluten,0,2623,4
Fish & Seafood,methylsulphonylmethane,0,2623,4
Fish & Seafood,tertiary butylhydroquinone,0,2623,4
Fish & Seafood,diethylene glycol,0,2623,4
Fish & Seafood,brilliant blue fcf,0,2623,4
Fish & Seafood,succinic acid,0,2623,4
Fish & Seafood,unidentified color,0,2623,4
Fish & Seafood,perchlorate,0,2623,4
Fish & Seafood,aliphatic hydrocarbons,0,2623,4
Fish & Seafood,toluene,0,2623,4
Fish & Seafood,iron,0,2623,4
Fish & Seafood,heavy metals,0,2623,4
Fish & Seafood,detergent,0,2623,4
Fish & Seafood,progesterone,0,2623,3
Fish & Seafood,novel food ingredient betaine,0,2623,3
Fish & Seafood,vitamins,0,2623,3
Fish & Seafood,boron citrate,0,2623,3
Fish & Seafood,salicylic acid,0,2623,3
Fish & Seafood,novel food ingredient epimedium,0,2623,3
Fish & Seafood,octopamine hydrochloride,0,2623,3
Fish & Seafood,fluoride,0,2623,3
Fish & Seafood,dehydroepiandrosterone,0,2623,3
Fish & Seafood,color sudan 3,0,2623,3
Fish & Seafood,boron,0,2623,3
Fish & Seafood,color rose bengal,0,2623,3
Fish & Seafood,bovine protein,0,2623,3
Fish & Seafood,color sudan,0,2623,3
Fish & Seafood,potassium sorbate,0,2623,3
Fish & Seafood,propionic acid,0,2623,3
Fish & Seafood,disodium ethylene diamine tetra acetate,0,2623,3
Fish & Seafood,food additive propylene oxide,0,2623,3
Fish & Seafood,acrylamide,0,2623,3
Fish & Seafood,manganese,0,2623,3
Fish & Seafood,sodium hydroxide,0,2623,3
Fish & Seafood,ethylenediaminetetraacetic acid,0,2623,2
Fish & Seafood,5-hydroxytryptophan,0,2623,2
Fish & Seafood,guggulsterone,0,2623,2
Fish & Seafood,novel food ingredient mucuna pruriens,0,2623,2
Fish & Seafood,boron chelate,0,2623,2
Fish & Seafood,"tin, cobalt, germanium, vanadium",0,2623,2
Fish & Seafood,lactose,0,2623,2
Fish & Seafood,n-acetylcysteine,0,2623,2
Fish & Seafood,l-carnitine fumarate,0,2623,2
Fish & Seafood,molybdenum amino acid chelate,0,2623,2
Fish & Seafood,beta-asarone,0,2623,2
Fish & Seafood,"nickel, cobalt",0,2623,2
Fish & Seafood,nor-acetildenafil,0,2623,2
Fish & Seafood,selenium,0,2623,2
Fish & Seafood,silver,0,2623,2
Fish & Seafood,color red sandalwood extract,0,2623,2
Fish & Seafood,"vitamin b12, caffeine",0,2623,2
Fish & Seafood,nimesulide,0,2623,2
Fish & Seafood,organic germanium,0,2623,2
Fish & Seafood,color orange rn,0,2623,2
Fish & Seafood,hydroxymethylfurfural,0,2623,2
Fish & Seafood,microbiological contamination,0,2623,2
Fish & Seafood,nutrients,0,2623,2
Fish & Seafood,food supplement,0,2623,2
Fish & Seafood,animal ingredients,0,2623,2
Fish & Seafood,barium,0,2623,2
Fish & Seafood,animal protein,0,2623,2
Fish & Seafood,nitrites,0,2623,2
Fish & Seafood,protein,0,2623,2
Fish & Seafood,deg,0,2623,2
Fish & Seafood,methyl-p-hydroxybenzoate,0,2623,2
Fish & Seafood,chlorine dioxide,0,2623,2
Fish & Seafood,total color,0,2623,2
Fish & Seafood,fraud with,0,2623,2
Fish & Seafood,calcium carbonate,0,2623,2
Fish & Seafood,polysorbates,0,2623,2
Fish & Seafood,phosphoric acid,0,2623,2
Fish & Seafood,sodium sorbate,0,2623,2
Fish & Seafood,plain caramel,0,2623,2
Fish & Seafood,orthophenylphenol,0,2623,2
Fish & Seafood,disodium diphosphate,0,2623,2
Fish & Seafood,jelly mini-cups containing carrageenan e 407,0,2623,2
Fish & Seafood,curcumin,0,2623,2
Fish & Seafood,sodium propyl p-hydroxybenzoate,0,2623,2
Fish & Seafood,fumaric acid,0,2623,2
Fish & Seafood,abietic acid,0,2623,2
Fish & Seafood,"2,4-dinitrophenol",0,2623,2
Fish & Seafood,benzophenone,0,2623,2
Fish & Seafood,food additive white mineral oil,0,2623,2
Fish & Seafood,bromate,0,2623,2
Fish & Seafood,diesel oil,0,2623,2
Fish & Seafood,antimony,0,2623,2
Fish & Seafood,mercury droplets,0,2623,2
Fish & Seafood,inner coating peeling off,0,2623,2
Fish & Seafood,naphthalene,0,2623,2
Fish & Seafood,ethylcarbamate,0,2623,2
Fish & Seafood,styrene,0,2623,2
Fish & Seafood,paraffin oil,0,2623,2
Fish & Seafood,formol,0,2623,2
Fish & Seafood,garcinia cambogia desr,0,2623,1
Fish & Seafood,vitamin e,0,2623,1
Fish & Seafood,papain,0,2623,1
Fish & Seafood,senna alexandrina mill.,0,2623,1
Fish & Seafood,d-aspartic acid,0,2623,1
Fish & Seafood,stanozolol,0,2623,1
Fish & Seafood,smoke flavouring,0,2623,1
Fish & Seafood,zinc amino acid chelate,0,2623,1
Fish & Seafood,gamma-aminobutyric acid,0,2623,1
Fish & Seafood,cyromazine,0,2623,1
Fish & Seafood,"methyl-synephrine, phenethylamine",0,2623,1
Fish & Seafood,"sildenafil, sildenafil thiono analogue",0,2623,1
Fish & Seafood,"vanadium, selenium amino acid chelate",0,2623,1
Fish & Seafood,vardenafil,0,2623,1
Fish & Seafood,"novel food ingredient hemidesmus indicus, novel food ingredient hydrastis canadensis",0,2623,1
Fish & Seafood,molybdenum chelate,0,2623,1
Fish & Seafood,"1,3-dimethylbutylamine",0,2623,1
Fish & Seafood,beta-phenylmethylamine,0,2623,1
Fish & Seafood,novel food ingredient gymnema syvestre,0,2623,1
Fish & Seafood,"novel food ingredient achyranthes aspera, potassium aspartate",0,2623,1
Fish & Seafood,"citrulline malate, beta-alanine",0,2623,1
Fish & Seafood,evodiamine,0,2623,1
Fish & Seafood,novel food ingredient ginseng,0,2623,1
Fish & Seafood,"vinpocetine, citrulline malate",0,2623,1
Fish & Seafood,"zinc amino acid chelate, selenium amino acid chelate, calcium amino acid chelate, magnesium amino acid chelate",0,2623,1
Fish & Seafood,boron glycinate,0,2623,1
Fish & Seafood,"vanadium, boron citrate, selenium chelate, copper chelate, manganese chelate, chromium chelate",0,2623,1
Fish & Seafood,"chromium nicotinate, calcium potassium phosphate-citrate, zinc glycinate chelate, copper glycinate chelate, manganese glycinate chelate",0,2623,1
Fish & Seafood,novel food,0,2623,1
Fish & Seafood,"3,3'-diindolylmethane",0,2623,1
Fish & Seafood,"germanium, lithium",0,2623,1
Fish & Seafood,"copper chelate, manganese chelate, iron amino acid chelate, zinc amino acid chelate, potassium chelate",0,2623,1
Fish & Seafood,potassium aspartate,0,2623,1
Fish & Seafood,"citrulline malate, arginine alphaketoglutarate, beta-alanine",0,2623,1
Fish & Seafood,strontium,0,2623,1
Fish & Seafood,"vanadium, boron citrate, molybdenum amino acid chelate, magnesium chelate, selenium chelate, copper chelate, manganese chelate",0,2623,1
Fish & Seafood,"novel food ingredient rhodiola rosea, citrulline",0,2623,1
Fish & Seafood,zinc arginine chelate,0,2623,1
Fish & Seafood,plant parts,0,2623,1
Fish & Seafood,"novel food ingredient betaine, tocotrienol, methylcobalamin",0,2623,1
Fish & Seafood,calcium caprylate,0,2623,1
Fish & Seafood,tocotrienol,0,2623,1
Fish & Seafood,calcium lactate gluconate,0,2623,1
Fish & Seafood,chromium polynicotinate,0,2623,1
Fish & Seafood,vitamin b1,0,2623,1
Fish & Seafood,mammalian protein,0,2623,1
Fish & Seafood,fulvic acid,0,2623,1
Fish & Seafood,capsaicinoids,0,2623,1
Fish & Seafood,color basic red 46,0,2623,1
Fish & Seafood,"novel food ingredient gynostemma pentaphyllum, novel food ingredient milk thistle",0,2623,1
Fish & Seafood,novel food ingredient gynostemma pentaphyllum,0,2623,1
Fish & Seafood,"sildenafil thiono analogues, tadalafil",0,2623,1
Fish & Seafood,"idebenone, vinpocetine, vincamine",0,2623,1
Fish & Seafood,chromium nicotinate,0,2623,1
Fish & Seafood,color toluidine red,0,2623,1
Fish & Seafood,pseudovardenafil,0,2623,1
Fish & Seafood,folic acid,0,2623,1
Fish & Seafood,growth hormone releasing peptide -2,0,2623,1
Fish & Seafood,strychnine,0,2623,1
Fish & Seafood,e 260 synthetic acetic acid,0,2623,1
Fish & Seafood,color butter yellow,0,2623,1
Fish & Seafood,linoleic acid,0,2623,1
Fish & Seafood,alcohol,0,2623,1
Fish & Seafood,bis,0,2623,1
Fish & Seafood,"color gardenia yellow, flavonoid",0,2623,1
Fish & Seafood,color fast garnet,0,2623,1
Fish & Seafood,sibutramine suspected,0,2623,1
Fish & Seafood,"yohimbine, synephrine",0,2623,1
Fish & Seafood,duck protein,0,2623,1
Fish & Seafood,color rosella extract,0,2623,1
Fish & Seafood,free fatty acids,0,2623,1
Fish & Seafood,non food-grade ingredient,0,2623,1
Fish & Seafood,doxylamine,0,2623,1
Fish & Seafood,metalaxyl,0,2623,1
Fish & Seafood,ginger,0,2623,1
Fish & Seafood,pseudomonas aeruginosa,0,2623,1
Fish & Seafood,rhodamine b,0,2623,1
Fish & Seafood,piperidenafil,0,2623,1
Fish & Seafood,color sudan red b,0,2623,1
Fish & Seafood,bad hygienic state,0,2623,1
Fish & Seafood,solution,0,2623,1
Fish & Seafood,unsafe ingredient,0,2623,1
Fish & Seafood,enterobacteriaceae,0,2623,1
Fish & Seafood,"color sudan 1,sudan 3",0,2623,1
Fish & Seafood,food supplements,0,2623,1
Fish & Seafood,diet pills,0,2623,1
Fish & Seafood,goat milk protein,0,2623,1
Fish & Seafood,salmonella hadar,0,2623,1
Fish & Seafood,metal particles,0,2623,1
Fish & Seafood,mesophiles,0,2623,1
Fish & Seafood,epigallocathechine gallate,0,2623,1
Fish & Seafood,ethanol,0,2623,1
Fish & Seafood,triiodothyronine,0,2623,1
Fish & Seafood,pesticide residues,0,2623,1
Fish & Seafood,gammahydroxibutyrate,0,2623,1
Fish & Seafood,nordihydroguaiaretic acid,0,2623,1
Fish & Seafood,gamma butyrolactone,0,2623,1
Fish & Seafood,ouzo,0,2623,1
Fish & Seafood,l-tryptophan,0,2623,1
Fish & Seafood,glutamates,0,2623,1
Fish & Seafood,phenylalanine,0,2623,1
Fish & Seafood,montan acid esters,0,2623,1
Fish & Seafood,food additive isopropyl alcohol,0,2623,1
Fish & Seafood,thujone,0,2623,1
Fish & Seafood,erythorbic acid,0,2623,1
Fish & Seafood,food additive sodium polyacrylate,0,2623,1
Fish & Seafood,sodium metabisulfite,0,2623,1
Fish & Seafood,food additive cellulose acetate phtalate,0,2623,1
Fish & Seafood,azodicarbonamide,0,2623,1
Fish & Seafood,lycopene,0,2623,1
Fish & Seafood,methamidophos,0,2623,1
Fish & Seafood,vegetable carbon,0,2623,1
Fish & Seafood,sucralose,0,2623,1
Fish & Seafood,ethyl-p-hydroxybenzoate,0,2623,1
Fish & Seafood,aluminium ammonium sulphate,0,2623,1
Fish & Seafood,irradiation,0,2623,1
Fish & Seafood,jelly mini-cups containing agar e 406,0,2623,1
Fish & Seafood,soya,0,2623,1
Fish & Seafood,pecan nuts,0,2623,1
Fish & Seafood,"sulfite, soya",0,2623,1
Fish & Seafood,"sulfite, milk ingredient, mustard",0,2623,1
Fish & Seafood,natamycin,0,2623,1
Fish & Seafood,butylated hydroxytoluene,0,2623,1
Fish & Seafood,fruit jelly mix,0,2623,1
Fish & Seafood,the sum,0,2623,1
Fish & Seafood,sweetener neotame,0,2623,1
Fish & Seafood,fenthion,0,2623,1
Fish & Seafood,sodium methyl p-hydroxybenzoate,0,2623,1
Fish & Seafood,total phosphates,0,2623,1
Fish & Seafood,green s,0,2623,1
Fish & Seafood,butylated hydroxyanisole,0,2623,1
Fish & Seafood,ferrous glucomate,0,2623,1
Fish & Seafood,chlorophylls,0,2623,1
Fish & Seafood,lysozyme,0,2623,1
Fish & Seafood,carageenan,0,2623,1
Fish & Seafood,color chilli sauce,0,2623,1
Fish & Seafood,microcrystalline wax,0,2623,1
Fish & Seafood,2-methyl-2-propanol,0,2623,1
Fish & Seafood,peroxide value,0,2623,1
Fish & Seafood,frozen turkey breast,0,2623,1
Fish & Seafood,mineral oil used,0,2623,1
Fish & Seafood,illegal import of,0,2623,1
Fish & Seafood,ethyl tertiairy buthyl ether,0,2623,1
Fish & Seafood,milk,0,2623,1
Fish & Seafood,milk drink containing melamine,0,2623,1
Fish & Seafood,milk drink,0,2623,1
Fish & Seafood,smell,0,2623,1
Fish & Seafood,prepared dishes,0,2623,1
Fish & Seafood,potato products,0,2623,1
Fish & Seafood,salted boneless skinless chicken breast contaminated with diesel oil during transport,0,2623,1
Fish & Seafood,smoked hams,0,2623,1
Fish & Seafood,oil-contaminated pe-hd granules,0,2623,1
Fish & Seafood,chlorophenol,0,2623,1
Fish & Seafood,oil-contaminated cocoa beans,0,2623,1
Fish & Seafood,color migration,0,2623,1
Fish & Seafood,corrosion of,0,2623,1
Fish & Seafood,lead oxide,0,2623,1
Fish & Seafood,tetrachloroethene,0,2623,1
Fish & Seafood,chloroform,0,2623,1
Fish & Seafood,butanone,0,2623,1
Fish & Seafood,cleaning lye,0,2623,1
Fish & Seafood,"1,3-pentadiene",0,2623,1
Fish & Seafood,xylene,0,2623,1
Fish & Seafood,volatile organic compounds,0,2623,1
Fish & Seafood,christmas hampers,0,2623,1
Fish & Seafood,aromatic hydrocarbons,0,2623,1
Fish & Seafood,red wine,0,2623,1
Fish & Seafood,paraffin coating,0,2623,1
Fish & Seafood,kerosene oil,0,2623,1
Fish & Seafood,polybutadiene,0,2623,1
Fish & Seafood,guaiacol,0,2623,1
Fish & Seafood,sodium,0,2623,1
Fish & Seafood,activated carbon,0,2623,1
Fish & Seafood,pvc,0,2623,1
Fish & Seafood,para-toluene sulphonamide,0,2623,1
Fish & Seafood,methyl isocyanate,0,2623,1
Fish & Seafood,bleach,0,2623,1
Fish & Seafood,cristalsulphate,0,2623,1
Fish & Seafood,trichloroethene,0,2623,1
Fish & Seafood,potassium ferrocyanide,0,2623,1
Fish & Seafood,soda lye,0,2623,1
Fish & Seafood,sodium azide,0,2623,1
"Fruits, Vegetables & Produce",sulfite,394,1057,876
"Fruits, Vegetables & Produce",iodine,115,1057,129
"Fruits, Vegetables & Produce",arsenic,60,1057,161
"Fruits, Vegetables & Produce",cadmium,52,1057,702
"Fruits, Vegetables & Produce",titanium dioxide,48,1057,48
"Fruits, Vegetables & Produce",lead,45,1057,197
"Fruits, Vegetables & Produce",sorbic acid,31,1057,54
"Fruits, Vegetables & Produce",benzoic acid,30,1057,269
"Fruits, Vegetables & Produce",tin,27,1057,47
"Fruits, Vegetables & Produce",color sudan 1,21,1057,569
"Fruits, Vegetables & Produce",nitrate,21,1057,33
"Fruits, Vegetables & Produce",tartrazine,18,1057,87
"Fruits, Vegetables & Produce",erucic acid,18,1057,48
"Fruits, Vegetables & Produce",morpholine,18,1057,18
"Fruits, Vegetables & Produce",cyanide,17,1057,21
"Fruits, Vegetables & Produce",benzalkonium chloride,13,1057,22
"Fruits, Vegetables & Produce",food additive formic acid,9,1057,9
"Fruits, Vegetables & Produce",benzo(a)pyrene,6,1057,385
"Fruits, Vegetables & Produce",sunset yellow fcf,6,1057,82
"Fruits, Vegetables & Produce",residue level above mrl for copper,6,1057,6
"Fruits, Vegetables & Produce",aluminium,5,1057,117
"Fruits, Vegetables & Produce",saccharin,5,1057,13
"Fruits, Vegetables & Produce",nitrates,5,1057,7
"Fruits, Vegetables & Produce",mercury,4,1057,1069
"Fruits, Vegetables & Produce",polycyclic aromatic hydrocarbons,4,1057,30
"Fruits, Vegetables & Produce",erythrosine,3,1057,94
"Fruits, Vegetables & Produce",ponceau 4r / cochineal red a,3,1057,59
"Fruits, Vegetables & Produce",color rhodamine b,3,1057,33
"Fruits, Vegetables & Produce",azorubine,3,1057,30
"Fruits, Vegetables & Produce",mineral oil,3,1057,19
"Fruits, Vegetables & Produce",color red yeast rice,3,1057,11
"Fruits, Vegetables & Produce",copper,3,1057,7
"Fruits, Vegetables & Produce",perchlorate,3,1057,4
"Fruits, Vegetables & Produce",aliphatic hydrocarbons,3,1057,4
"Fruits, Vegetables & Produce",chemical contamination,3,1057,4
"Fruits, Vegetables & Produce","3-monochlor-1,2-propanediol",2,1057,114
"Fruits, Vegetables & Produce",sodium benzoate,2,1057,17
"Fruits, Vegetables & Produce",aflatoxins,2,1057,7
"Fruits, Vegetables & Produce",glutamic acid,2,1057,6
"Fruits, Vegetables & Produce",brilliant blue fcf,2,1057,4
"Fruits, Vegetables & Produce",toluene,2,1057,4
"Fruits, Vegetables & Produce",paraffin,2,1057,3
"Fruits, Vegetables & Produce",abietic acid,2,1057,2
"Fruits, Vegetables & Produce",paraffin oil,2,1057,2
"Fruits, Vegetables & Produce",color para red,1,1057,22
"Fruits, Vegetables & Produce",cyclamate,1,1057,19
"Fruits, Vegetables & Produce",color,1,1057,12
"Fruits, Vegetables & Produce",carmines,1,1057,8
"Fruits, Vegetables & Produce",red 2g,1,1057,5
"Fruits, Vegetables & Produce",chlorine,1,1057,5
"Fruits, Vegetables & Produce",unidentified color,1,1057,4
"Fruits, Vegetables & Produce",heavy metals,1,1057,4
"Fruits, Vegetables & Produce",color rose bengal,1,1057,3
"Fruits, Vegetables & Produce",potassium sorbate,1,1057,3
"Fruits, Vegetables & Produce",phosphoric acid,1,1057,2
"Fruits, Vegetables & Produce",diesel oil,1,1057,2
"Fruits, Vegetables & Produce",styrene,1,1057,2
"Fruits, Vegetables & Produce",formol,1,1057,2
"Fruits, Vegetables & Produce",cyromazine,1,1057,1
"Fruits, Vegetables & Produce",mammalian protein,1,1057,1
"Fruits, Vegetables & Produce",metalaxyl,1,1057,1
"Fruits, Vegetables & Produce",erythorbic acid,1,1057,1
"Fruits, Vegetables & Produce",aluminium ammonium sulphate,1,1057,1
"Fruits, Vegetables & Produce",fenthion,1,1057,1
"Fruits, Vegetables & Produce",sodium methyl p-hydroxybenzoate,1,1057,1
"Fruits, Vegetables & Produce",ferrous glucomate,1,1057,1
"Fruits, Vegetables & Produce",microcrystalline wax,1,1057,1
"Fruits, Vegetables & Produce",potato products,1,1057,1
"Fruits, Vegetables & Produce",oil-contaminated cocoa beans,1,1057,1
"Fruits, Vegetables & Produce",polybutadiene,1,1057,1
"Fruits, Vegetables & Produce",color sudan 4,0,1057,180
"Fruits, Vegetables & Produce",dioxins,0,1057,93
"Fruits, Vegetables & Produce",chromium,0,1057,89
"Fruits, Vegetables & Produce",polyphosphates,0,1057,65
"Fruits, Vegetables & Produce",sibutramine,0,1057,64
"Fruits, Vegetables & Produce",annato/bixin/norbixin,0,1057,59
"Fruits, Vegetables & Produce",melamine,0,1057,59
"Fruits, Vegetables & Produce","1,3 dimethylamylamine",0,1057,46
"Fruits, Vegetables & Produce",sildenafil,0,1057,34
"Fruits, Vegetables & Produce",amaranth,0,1057,28
"Fruits, Vegetables & Produce",nickel,0,1057,28
"Fruits, Vegetables & Produce",sildenafil thiono analogue,0,1057,26
"Fruits, Vegetables & Produce",synephrine,0,1057,26
"Fruits, Vegetables & Produce",yohimbine,0,1057,25
"Fruits, Vegetables & Produce",carrageenan,0,1057,24
"Fruits, Vegetables & Produce",tadalafil,0,1057,22
"Fruits, Vegetables & Produce",allura red ac,0,1057,21
"Fruits, Vegetables & Produce",morphine,0,1057,20
"Fruits, Vegetables & Produce",propylene glycol,0,1057,20
"Fruits, Vegetables & Produce",magnesium aspartate,0,1057,18
"Fruits, Vegetables & Produce",sodium nitrite,0,1057,18
"Fruits, Vegetables & Produce",vitamin b6,0,1057,17
"Fruits, Vegetables & Produce",benzethonium chloride,0,1057,16
"Fruits, Vegetables & Produce",coumarin,0,1057,16
"Fruits, Vegetables & Produce",herbs,0,1057,14
"Fruits, Vegetables & Produce",zinc,0,1057,14
"Fruits, Vegetables & Produce",nitrite,0,1057,13
"Fruits, Vegetables & Produce",calcium disodium ethylene diamine tetra acetate,0,1057,12
"Fruits, Vegetables & Produce",non-dioxin-like polychlorobifenyls,0,1057,12
"Fruits, Vegetables & Produce",phenolphthalein,0,1057,11
"Fruits, Vegetables & Produce",gold,0,1057,11
"Fruits, Vegetables & Produce",sodium nitrate,0,1057,11
"Fruits, Vegetables & Produce",vitamin d,0,1057,10
"Fruits, Vegetables & Produce",vinpocetine,0,1057,10
"Fruits, Vegetables & Produce",monoethylene glycol,0,1057,10
"Fruits, Vegetables & Produce",acesulfame k,0,1057,10
"Fruits, Vegetables & Produce",konjac,0,1057,10
"Fruits, Vegetables & Produce",melatonin,0,1057,9
"Fruits, Vegetables & Produce",benzene,0,1057,9
"Fruits, Vegetables & Produce",methanol,0,1057,9
"Fruits, Vegetables & Produce",vanadium,0,1057,8
"Fruits, Vegetables & Produce",histamine,0,1057,8
"Fruits, Vegetables & Produce",caffeine,0,1057,8
"Fruits, Vegetables & Produce",polychlorobifenyls,0,1057,8
