category,chemical,pair_count,cat_count,chem_count
Herbs & Spices,taurine,0,606,6
Herbs & Spices,quinoline yellow,0,606,6
Herbs & Spices,fast green fcf / fd&c green,0,606,6
Herbs & Spices,hydrogen peroxide,0,606,6
Herbs & Spices,petroleum hydrocarbons,0,606,6
Herbs & Spices,tetrahydrocannabinol,0,606,5
Herbs & Spices,lithium,0,606,5
Herbs & Spices,ephedrine,0,606,5
Herbs & Spices,herb,0,606,5
Herbs & Spices,diphosphate,0,606,5
Herbs & Spices,red 2g,0,606,5
Herbs & Spices,agar,0,606,5
Herbs & Spices,citric acid,0,606,5
Herbs & Spices,pentapotassium triphosphate,0,606,5
Herbs & Spices,peroxide,0,606,5
Herbs & Spices,benzo(a)anthracene,0,606,5
Herbs & Spices,chlorine,0,606,5
Herbs & Spices,vitamin a,0,606,4
Herbs & Spices,androstenedione,0,606,4
Herbs & Spices,chromium amino acid chelate,0,606,4
Herbs & Spices,novel food ingredient creatine derivative,0,606,4
Herbs & Spices,dimethylsildenafil,0,606,4
Herbs & Spices,alkalinity,0,606,4
Herbs & Spices,capsaicin,0,606,4
Herbs & Spices,color gardenia yellow,0,606,4
Herbs & Spices,acetildenafil,0,606,4
Herbs & Spices,gluten,0,606,4
Herbs & Spices,methylsulphonylmethane,0,606,4
Herbs & Spices,tertiary butylhydroquinone,0,606,4
Herbs & Spices,diethylene glycol,0,606,4
Herbs & Spices,brilliant blue fcf,0,606,4
Herbs & Spices,succinic acid,0,606,4
Herbs & Spices,phosphate,0,606,4
Herbs & Spices,monosodium glutamate,0,606,4
Herbs & Spices,unidentified color,0,606,4
Herbs & Spices,perchlorate,0,606,4
Herbs & Spices,aliphatic hydrocarbons,0,606,4
Herbs & Spices,toluene,0,606,4
Herbs & Spices,iron,0,606,4
Herbs & Spices,chemical contamination,0,606,4
Herbs & Spices,detergent,0,606,4
Herbs & Spices,progesterone,0,606,3
Herbs & Spices,novel food ingredient betaine,0,606,3
Herbs & Spices,vitamins,0,606,3
Herbs & Spices,boron citrate,0,606,3
Herbs & Spices,salicylic acid,0,606,3
Herbs & Spices,novel food ingredient epimedium,0,606,3
Herbs & Spices,octopamine hydrochloride,0,606,3
Herbs & Spices,fluoride,0,606,3
Herbs & Spices,dehydroepiandrosterone,0,606,3
Herbs & Spices,color sudan 3,0,606,3
Herbs & Spices,boron,0,606,3
Herbs & Spices,color rose bengal,0,606,3
Herbs & Spices,bovine protein,0,606,3
Herbs & Spices,potassium sorbate,0,606,3
Herbs & Spices,propionic acid,0,606,3
Herbs & Spices,disodium ethylene diamine tetra acetate,0,606,3
Herbs & Spices,food additive propylene oxide,0,606,3
Herbs & Spices,acrylamide,0,606,3
Herbs & Spices,manganese,0,606,3
Herbs & Spices,sodium hydroxide,0,606,3
Herbs & Spices,paraffin,0,606,3
Herbs & Spices,ethylenediaminetetraacetic acid,0,606,2
Herbs & Spices,5-hydroxytryptophan,0,606,2
Herbs & Spices,guggulsterone,0,606,2
Herbs & Spices,novel food ingredient mucuna pruriens,0,606,2
Herbs & Spices,boron chelate,0,606,2
Herbs & Spices,"tin, cobalt, germanium, vanadium",0,606,2
Herbs & Spices,glycine,0,606,2
Herbs & Spices,lactose,0,606,2
Herbs & Spices,n-acetylcysteine,0,606,2
Herbs & Spices,l-carnitine fumarate,0,606,2
Herbs & Spices,molybdenum amino acid chelate,0,606,2
Herbs & Spices,beta-asarone,0,606,2
Herbs & Spices,"nickel, cobalt",0,606,2
Herbs & Spices,nor-acetildenafil,0,606,2
Herbs & Spices,selenium,0,606,2
Herbs & Spices,silver,0,606,2
Herbs & Spices,"vitamin b12, caffeine",0,606,2
Herbs & Spices,nimesulide,0,606,2
Herbs & Spices,organic germanium,0,606,2
Herbs & Spices,hydroxymethylfurfural,0,606,2
Herbs & Spices,microbiological contamination,0,606,2
Herbs & Spices,nutrients,0,606,2
Herbs & Spices,food supplement,0,606,2
Herbs & Spices,animal ingredients,0,606,2
Herbs & Spices,barium,0,606,2
Herbs & Spices,animal protein,0,606,2
Herbs & Spices,protein,0,606,2
Herbs & Spices,deg,0,606,2
Herbs & Spices,methyl-p-hydroxybenzoate,0,606,2
Herbs & Spices,chlorine dioxide,0,606,2
Herbs & Spices,triphosphate,0,606,2
Herbs & Spices,total color,0,606,2
Herbs & Spices,fraud with,0,606,2
Herbs & Spices,calcium carbonate,0,606,2
Herbs & Spices,polysorbates,0,606,2
Herbs & Spices,phosphoric acid,0,606,2
Herbs & Spices,sodium sorbate,0,606,2
Herbs & Spices,sodium aluminium phosphate,0,606,2
Herbs & Spices,plain caramel,0,606,2
Herbs & Spices,orthophenylphenol,0,606,2
Herbs & Spices,indigotine / indigo carmine,0,606,2
Herbs & Spices,disodium diphosphate,0,606,2
Herbs & Spices,jelly mini-cups containing carrageenan e 407,0,606,2
Herbs & Spices,hexamethylene tetramine,0,606,2
Herbs & Spices,boric acid,0,606,2
Herbs & Spices,sodium propyl p-hydroxybenzoate,0,606,2
Herbs & Spices,fumaric acid,0,606,2
Herbs & Spices,abietic acid,0,606,2
Herbs & Spices,"2,4-dinitrophenol",0,606,2
Herbs & Spices,benzophenone,0,606,2
Herbs & Spices,food additive white mineral oil,0,606,2
Herbs & Spices,bromate,0,606,2
Herbs & Spices,diesel oil,0,606,2
Herbs & Spices,antimony,0,606,2
Herbs & Spices,mercury droplets,0,606,2
Herbs & Spices,inner coating peeling off,0,606,2
Herbs & Spices,naphthalene,0,606,2
Herbs & Spices,ethylcarbamate,0,606,2
Herbs & Spices,paraffin oil,0,606,2
Herbs & Spices,tetrachloroethylene,0,606,2
Herbs & Spices,garcinia cambogia desr,0,606,1
Herbs & Spices,vitamin e,0,606,1
Herbs & Spices,papain,0,606,1
Herbs & Spices,senna alexandrina mill.,0,606,1
Herbs & Spices,d-aspartic acid,0,606,1
Herbs & Spices,stanozolol,0,606,1
Herbs & Spices,smoke flavouring,0,606,1
Herbs & Spices,zinc amino acid chelate,0,606,1
Herbs & Spices,gamma-aminobutyric acid,0,606,1
Herbs & Spices,cyromazine,0,606,1
Herbs & Spices,"methyl-synephrine, phenethylamine",0,606,1
Herbs & Spices,"sildenafil, sildenafil thiono analogue",0,606,1
Herbs & Spices,"vanadium, selenium amino acid chelate",0,606,1
Herbs & Spices,vardenafil,0,606,1
Herbs & Spices,"novel food ingredient hemidesmus indicus, novel food ingredient hydrastis canadensis",0,606,1
Herbs & Spices,molybdenum chelate,0,606,1
Herbs & Spices,"1,3-dimethylbutylamine",0,606,1
Herbs & Spices,beta-phenylmethylamine,0,606,1
Herbs & Spices,novel food ingredient gymnema syvestre,0,606,1
Herbs & Spices,"novel food ingredient achyranthes aspera, potassium aspartate",0,606,1
Herbs & Spices,"citrulline malate, beta-alanine",0,606,1
Herbs & Spices,evodiamine,0,606,1
Herbs & Spices,novel food ingredient ginseng,0,606,1
Herbs & Spices,"vinpocetine, citrulline malate",0,606,1
Herbs & Spices,"zinc amino acid chelate, selenium amino acid chelate, calcium amino acid chelate, magnesium amino acid chelate",0,606,1
Herbs & Spices,boron glycinate,0,606,1
Herbs & Spices,"vanadium, boron citrate, selenium chelate, copper chelate, manganese chelate, chromium chelate",0,606,1
Herbs & Spices,"chromium nicotinate, calcium potassium phosphate-citrate, zinc glycinate chelate, copper glycinate chelate, manganese glycinate chelate",0,606,1
Herbs & Spices,novel food,0,606,1
Herbs & Spices,"3,3'-diindolylmethane",0,606,1
Herbs & Spices,"germanium, lithium",0,606,1
Herbs & Spices,"copper chelate, manganese chelate, iron amino acid chelate, zinc amino acid chelate, potassium chelate",0,606,1
Herbs & Spices,potassium aspartate,0,606,1
Herbs & Spices,"citrulline malate, arginine alphaketoglutarate, beta-alanine",0,606,1
Herbs & Spices,strontium,0,606,1
Herbs & Spices,"vanadium, boron citrate, molybdenum amino acid chelate, magnesium chelate, selenium chelate, copper chelate, manganese chelate",0,606,1
Herbs & Spices,"novel food ingredient rhodiola rosea, citrulline",0,606,1
Herbs & Spices,zinc arginine chelate,0,606,1
Herbs & Spices,plant parts,0,606,1
Herbs & Spices,"novel food ingredient betaine, tocotrienol, methylcobalamin",0,606,1
Herbs & Spices,calcium caprylate,0,606,1
Herbs & Spices,tocotrienol,0,606,1
Herbs & Spices,calcium lactate gluconate,0,606,1
Herbs & Spices,chromium polynicotinate,0,606,1
Herbs & Spices,vitamin b1,0,606,1
Herbs & Spices,mammalian protein,0,606,1
Herbs & Spices,fulvic acid,0,606,1
Herbs & Spices,capsaicinoids,0,606,1
Herbs & Spices,"novel food ingredient gynostemma pentaphyllum, novel food ingredient milk thistle",0,606,1
Herbs & Spices,novel food ingredient gynostemma pentaphyllum,0,606,1
Herbs & Spices,"sildenafil thiono analogues, tadalafil",0,606,1
Herbs & Spices,"idebenone, vinpocetine, vincamine",0,606,1
Herbs & Spices,chromium nicotinate,0,606,1
Herbs & Spices,pseudovardenafil,0,606,1
Herbs & Spices,folic acid,0,606,1
Herbs & Spices,growth hormone releasing peptide -2,0,606,1
Herbs & Spices,strychnine,0,606,1
Herbs & Spices,e 260 synthetic acetic acid,0,606,1
Herbs & Spices,linoleic acid,0,606,1
Herbs & Spices,alcohol,0,606,1
Herbs & Spices,bis,0,606,1
Herbs & Spices,"color gardenia yellow, flavonoid",0,606,1
Herbs & Spices,sibutramine suspected,0,606,1
Herbs & Spices,"yohimbine, synephrine",0,606,1
Herbs & Spices,duck protein,0,606,1
Herbs & Spices,color rosella extract,0,606,1
Herbs & Spices,free fatty acids,0,606,1
Herbs & Spices,non food-grade ingredient,0,606,1
Herbs & Spices,doxylamine,0,606,1
Herbs & Spices,metalaxyl,0,606,1
Herbs & Spices,ginger,0,606,1
Herbs & Spices,pseudomonas aeruginosa,0,606,1
Herbs & Spices,rhodamine b,0,606,1
Herbs & Spices,piperidenafil,0,606,1
Herbs & Spices,color sudan red b,0,606,1
Herbs & Spices,bad hygienic state,0,606,1
Herbs & Spices,solution,0,606,1
Herbs & Spices,unsafe ingredient,0,606,1
Herbs & Spices,enterobacteriaceae,0,606,1
Herbs & Spices,food supplements,0,606,1
Herbs & Spices,diet pills,0,606,1
Herbs & Spices,goat milk protein,0,606,1
Herbs & Spices,salt,0,606,1
Herbs & Spices,mesophiles,0,606,1
Herbs & Spices,epigallocathechine gallate,0,606,1
Herbs & Spices,ethanol,0,606,1
Herbs & Spices,triiodothyronine,0,606,1
Herbs & Spices,gammahydroxibutyrate,0,606,1
Herbs & Spices,nordihydroguaiaretic acid,0,606,1
Herbs & Spices,gamma butyrolactone,0,606,1
Herbs & Spices,ouzo,0,606,1
Herbs & Spices,l-tryptophan,0,606,1
Herbs & Spices,glutamates,0,606,1
Herbs & Spices,phenylalanine,0,606,1
Herbs & Spices,montan acid esters,0,606,1
Herbs & Spices,food additive isopropyl alcohol,0,606,1
Herbs & Spices,thujone,0,606,1
Herbs & Spices,erythorbic acid,0,606,1
Herbs & Spices,food additive sodium polyacrylate,0,606,1
Herbs & Spices,sorbitan tristearate,0,606,1
Herbs & Spices,betanin,0,606,1
Herbs & Spices,aluminium sodium sulphate,0,606,1
Herbs & Spices,sodium metabisulfite,0,606,1
Herbs & Spices,food additive cellulose acetate phtalate,0,606,1
Herbs & Spices,azodicarbonamide,0,606,1
Herbs & Spices,lycopene,0,606,1
Herbs & Spices,4-hexylresorcinol,0,606,1
Herbs & Spices,vegetable carbon,0,606,1
Herbs & Spices,sucralose,0,606,1
Herbs & Spices,ethyl-p-hydroxybenzoate,0,606,1
Herbs & Spices,ethyl maltol,0,606,1
Herbs & Spices,aluminium ammonium sulphate,0,606,1
Herbs & Spices,sodium carbonates,0,606,1
Herbs & Spices,irradiation,0,606,1
Herbs & Spices,jelly mini-cups containing agar e 406,0,606,1
Herbs & Spices,citrate,0,606,1
Herbs & Spices,soya,0,606,1
Herbs & Spices,pecan nuts,0,606,1
Herbs & Spices,"sulfite, soya",0,606,1
Herbs & Spices,"sulfite, milk ingredient, mustard",0,606,1
Herbs & Spices,natamycin,0,606,1
Herbs & Spices,butylated hydroxytoluene,0,606,1
Herbs & Spices,fruit jelly mix,0,606,1
Herbs & Spices,the sum,0,606,1
Herbs & Spices,sweetener neotame,0,606,1
Herbs & Spices,illegal trade of,0,606,1
Herbs & Spices,fenthion,0,606,1
Herbs & Spices,sodium methyl p-hydroxybenzoate,0,606,1
Herbs & Spices,total phosphates,0,606,1
Herbs & Spices,green s,0,606,1
Herbs & Spices,butylated hydroxyanisole,0,606,1
Herbs & Spices,ferrous glucomate,0,606,1
Herbs & Spices,chlorophylls,0,606,1
Herbs & Spices,lysozyme,0,606,1
Herbs & Spices,carageenan,0,606,1
Herbs & Spices,color chilli sauce,0,606,1
Herbs & Spices,microcrystalline wax,0,606,1
Herbs & Spices,2-methyl-2-propanol,0,606,1
Herbs & Spices,chilled cuttlefish,0,606,1
Herbs & Spices,peroxide value,0,606,1
Herbs & Spices,frozen turkey breast,0,606,1
Herbs & Spices,mineral oil used,0,606,1
Herbs & Spices,illegal import of,0,606,1
Herbs & Spices,frozen whole cleaned cuttlefish,0,606,1
Herbs & Spices,ethyl tertiairy buthyl ether,0,606,1
Herbs & Spices,milk,0,606,1
Herbs & Spices,milk drink containing melamine,0,606,1
Herbs & Spices,milk drink,0,606,1
Herbs & Spices,smell,0,606,1
Herbs & Spices,prepared dishes,0,606,1
Herbs & Spices,potato products,0,606,1
Herbs & Spices,salted boneless skinless chicken breast contaminated with diesel oil during transport,0,606,1
Herbs & Spices,smoked hams,0,606,1
Herbs & Spices,oil-contaminated pe-hd granules,0,606,1
Herbs & Spices,oil-pollution,0,606,1
Herbs & Spices,chlorophenol,0,606,1
Herbs & Spices,oil-contaminated cocoa beans,0,606,1
Herbs & Spices,color migration,0,606,1
Herbs & Spices,corrosion of,0,606,1
Herbs & Spices,quicksilver,0,606,1
Herbs & Spices,phenoxyethanol,0,606,1
Herbs & Spices,tetrachloroethene,0,606,1
Herbs & Spices,chloroform,0,606,1
Herbs & Spices,the cold chain -,0,606,1
Herbs & Spices,butanone,0,606,1
Herbs & Spices,cleaning lye,0,606,1
Herbs & Spices,"1,3-pentadiene",0,606,1
Herbs & Spices,xylene,0,606,1
Herbs & Spices,volatile organic compounds,0,606,1
Herbs & Spices,christmas hampers,0,606,1
Herbs & Spices,aromatic hydrocarbons,0,606,1
Herbs & Spices,red wine,0,606,1
Herbs & Spices,paraffin coating,0,606,1
Herbs & Spices,kerosene oil,0,606,1
Herbs & Spices,polybutadiene,0,606,1
Herbs & Spices,guaiacol,0,606,1
Herbs & Spices,sodium,0,606,1
Herbs & Spices,activated carbon,0,606,1
Herbs & Spices,pvc,0,606,1
Herbs & Spices,para-toluene sulphonamide,0,606,1
Herbs & Spices,methyl isocyanate,0,606,1
Herbs & Spices,bleach,0,606,1
Herbs & Spices,cristalsulphate,0,606,1
Herbs & Spices,trichloroethene,0,606,1
Herbs & Spices,potassium ferrocyanide,0,606,1
Herbs & Spices,soda lye,0,606,1
Herbs & Spices,sodium azide,0,606,1
Vegetable & Cooking Oils,color sudan 4,152,361,180
Vegetable & Cooking Oils,benzo(a)pyrene,146,361,385
Vegetable & Cooking Oils,mineral oil,11,361,19
Vegetable & Cooking Oils,polycyclic aromatic hydrocarbons,9,361,30
Vegetable & Cooking Oils,erucic acid,8,361,48
Vegetable & Cooking Oils,annato/bixin/norbixin,7,361,59
Vegetable & Cooking Oils,peroxide,4,361,5
Vegetable & Cooking Oils,color sudan 1,3,361,569
Vegetable & Cooking Oils,benzo(a)anthracene,3,361,5
Vegetable & Cooking Oils,tertiary butylhydroquinone,3,361,4
Vegetable & Cooking Oils,mercury,2,361,1069
Vegetable & Cooking Oils,dioxins,2,361,93
Vegetable & Cooking Oils,color sudan 3,2,361,3
Vegetable & Cooking Oils,sulfite,1,361,876
Vegetable & Cooking Oils,lead,1,361,197
Vegetable & Cooking Oils,dioxin-like polychlorobifenyls,1,361,7
Vegetable & Cooking Oils,iron,1,361,4
Vegetable & Cooking Oils,diesel oil,1,361,2
Vegetable & Cooking Oils,tetrachloroethylene,1,361,2
Vegetable & Cooking Oils,free fatty acids,1,361,1
Vegetable & Cooking Oils,cadmium,0,361,702
Vegetable & Cooking Oils,benzoic acid,0,361,269
Vegetable & Cooking Oils,arsenic,0,361,161
Vegetable & Cooking Oils,iodine,0,361,129
Vegetable & Cooking Oils,aluminium,0,361,117
Vegetable & Cooking Oils,"3-monochlor-1,2-propanediol",0,361,114
Vegetable & Cooking Oils,erythrosine,0,361,94
Vegetable & Cooking Oils,chromium,0,361,89
Vegetable & Cooking Oils,tartrazine,0,361,87
Vegetable & Cooking Oils,sunset yellow fcf,0,361,82
Vegetable & Cooking Oils,polyphosphates,0,361,65
Vegetable & Cooking Oils,sibutramine,0,361,64
Vegetable & Cooking Oils,ponceau 4r / cochineal red a,0,361,59
Vegetable & Cooking Oils,melamine,0,361,59
Vegetable & Cooking Oils,sorbic acid,0,361,54
Vegetable & Cooking Oils,titanium dioxide,0,361,48
Vegetable & Cooking Oils,tin,0,361,47
Vegetable & Cooking Oils,"1,3 dimethylamylamine",0,361,46
Vegetable & Cooking Oils,sildenafil,0,361,34
Vegetable & Cooking Oils,color rhodamine b,0,361,33
Vegetable & Cooking Oils,nitrate,0,361,33
Vegetable & Cooking Oils,azorubine,0,361,30
Vegetable & Cooking Oils,amaranth,0,361,28
Vegetable & Cooking Oils,nickel,0,361,28
Vegetable & Cooking Oils,sildenafil thiono analogue,0,361,26
Vegetable & Cooking Oils,synephrine,0,361,26
Vegetable & Cooking Oils,yohimbine,0,361,25
Vegetable & Cooking Oils,carrageenan,0,361,24
Vegetable & Cooking Oils,tadalafil,0,361,22
Vegetable & Cooking Oils,benzalkonium chloride,0,361,22
Vegetable & Cooking Oils,color para red,0,361,22
Vegetable & Cooking Oils,cyanide,0,361,21
Vegetable & Cooking Oils,allura red ac,0,361,21
Vegetable & Cooking Oils,morphine,0,361,20
Vegetable & Cooking Oils,propylene glycol,0,361,20
Vegetable & Cooking Oils,cyclamate,0,361,19
Vegetable & Cooking Oils,magnesium aspartate,0,361,18
Vegetable & Cooking Oils,morpholine,0,361,18
Vegetable & Cooking Oils,sodium nitrite,0,361,18
Vegetable & Cooking Oils,vitamin b6,0,361,17
Vegetable & Cooking Oils,sodium benzoate,0,361,17
Vegetable & Cooking Oils,benzethonium chloride,0,361,16
Vegetable & Cooking Oils,coumarin,0,361,16
Vegetable & Cooking Oils,herbs,0,361,14
Vegetable & Cooking Oils,zinc,0,361,14
Vegetable & Cooking Oils,nitrite,0,361,13
Vegetable & Cooking Oils,saccharin,0,361,13
Vegetable & Cooking Oils,calcium disodium ethylene diamine tetra acetate,0,361,12
Vegetable & Cooking Oils,color,0,361,12
Vegetable & Cooking Oils,non-dioxin-like polychlorobifenyls,0,361,12
Vegetable & Cooking Oils,phenolphthalein,0,361,11
Vegetable & Cooking Oils,gold,0,361,11
Vegetable & Cooking Oils,color red yeast rice,0,361,11
Vegetable & Cooking Oils,sodium nitrate,0,361,11
Vegetable & Cooking Oils,vitamin d,0,361,10
Vegetable & Cooking Oils,vinpocetine,0,361,10
Vegetable & Cooking Oils,monoethylene glycol,0,361,10
Vegetable & Cooking Oils,acesulfame k,0,361,10
Vegetable & Cooking Oils,konjac,0,361,10
Vegetable & Cooking Oils,melatonin,0,361,9
Vegetable & Cooking Oils,food additive formic acid,0,361,9
Vegetable & Cooking Oils,benzene,0,361,9
Vegetable & Cooking Oils,methanol,0,361,9
Vegetable & Cooking Oils,vanadium,0,361,8
Vegetable & Cooking Oils,histamine,0,361,8
Vegetable & Cooking Oils,caffeine,0,361,8
Vegetable & Cooking Oils,carmines,0,361,8
Vegetable & Cooking Oils,polychlorobifenyls,0,361,8
Vegetable & Cooking Oils,semicarbazide,0,361,8
Vegetable & Cooking Oils,copper,0,361,7
Vegetable & Cooking Oils,n-didesmethyl sibutramine,0,361,7
Vegetable & Cooking Oils,color orange ii,0,361,7
Vegetable & Cooking Oils,aflatoxins,0,361,7
Vegetable & Cooking Oils,nitrates,0,361,7
Vegetable & Cooking Oils,propyl p-hydroxybenzoate,0,361,7
Vegetable & Cooking Oils,fruit jelly cups,0,361,7
Vegetable & Cooking Oils,overdosage with nicotinic acid,0,361,6
Vegetable & Cooking Oils,residue level above mrl for copper,0,361,6
Vegetable & Cooking Oils,"tin, nickel",0,361,6
Vegetable & Cooking Oils,vanadyl sulphate,0,361,6
Vegetable & Cooking Oils,trans fatty acids,0,361,6
Vegetable & Cooking Oils,aspartame,0,361,6
Vegetable & Cooking Oils,glutamic acid,0,361,6
Vegetable & Cooking Oils,taurine,0,361,6
Vegetable & Cooking Oils,quinoline yellow,0,361,6
Vegetable & Cooking Oils,fast green fcf / fd&c green,0,361,6
Vegetable & Cooking Oils,hydrogen peroxide,0,361,6
Vegetable & Cooking Oils,petroleum hydrocarbons,0,361,6
Vegetable & Cooking Oils,tetrahydrocannabinol,0,361,5
Vegetable & Cooking Oils,lithium,0,361,5
Vegetable & Cooking Oils,ephedrine,0,361,5
Vegetable & Cooking Oils,herb,0,361,5
Vegetable & Cooking Oils,diphosphate,0,361,5
Vegetable & Cooking Oils,red 2g,0,361,5
Vegetable & Cooking Oils,agar,0,361,5
Vegetable & Cooking Oils,citric acid,0,361,5
Vegetable & Cooking Oils,pentapotassium triphosphate,0,361,5
Vegetable & Cooking Oils,chlorine,0,361,5
Vegetable & Cooking Oils,vitamin a,0,361,4
Vegetable & Cooking Oils,color methyl yellow,0,361,4
Vegetable & Cooking Oils,androstenedione,0,361,4
Vegetable & Cooking Oils,chromium amino acid chelate,0,361,4
Vegetable & Cooking Oils,novel food ingredient creatine derivative,0,361,4
Vegetable & Cooking Oils,dimethylsildenafil,0,361,4
Vegetable & Cooking Oils,alkalinity,0,361,4
Vegetable & Cooking Oils,capsaicin,0,361,4
Vegetable & Cooking Oils,color gardenia yellow,0,361,4
Vegetable & Cooking Oils,acetildenafil,0,361,4
Vegetable & Cooking Oils,gluten,0,361,4
Vegetable & Cooking Oils,methylsulphonylmethane,0,361,4
Vegetable & Cooking Oils,diethylene glycol,0,361,4
Vegetable & Cooking Oils,brilliant blue fcf,0,361,4
Vegetable & Cooking Oils,succinic acid,0,361,4
Vegetable & Cooking Oils,phosphate,0,361,4
Vegetable & Cooking Oils,monosodium glutamate,0,361,4
Vegetable & Cooking Oils,unidentified color,0,361,4
Vegetable & Cooking Oils,perchlorate,0,361,4
Vegetable & Cooking Oils,aliphatic hydrocarbons,0,361,4
Vegetable & Cooking Oils,toluene,0,361,4
Vegetable & Cooking Oils,heavy metals,0,361,4
Vegetable & Cooking Oils,chemical contamination,0,361,4
Vegetable & Cooking Oils,detergent,0,361,4
Vegetable & Cooking Oils,progesterone,0,361,3
Vegetable & Cooking Oils,novel food ingredient betaine,0,361,3
Vegetable & Cooking Oils,vitamins,0,361,3
Vegetable & Cooking Oils,boron citrate,0,361,3
Vegetable & Cooking Oils,salicylic acid,0,361,3
Vegetable & Cooking Oils,novel food ingredient epimedium,0,361,3
Vegetable & Cooking Oils,octopamine hydrochloride,0,361,3
Vegetable & Cooking Oils,fluoride,0,361,3
Vegetable & Cooking Oils,dehydroepiandrosterone,0,361,3
Vegetable & Cooking Oils,boron,0,361,3
Vegetable & Cooking Oils,color rose bengal,0,361,3
Vegetable & Cooking Oils,bovine protein,0,361,3
Vegetable & Cooking Oils,color sudan,0,361,3
Vegetable & Cooking Oils,potassium sorbate,0,361,3
Vegetable & Cooking Oils,propionic acid,0,361,3
Vegetable & Cooking Oils,sodium erythorbate,0,361,3
Vegetable & Cooking Oils,disodium ethylene diamine tetra acetate,0,361,3
Vegetable & Cooking Oils,food additive propylene oxide,0,361,3
Vegetable & Cooking Oils,acrylamide,0,361,3
Vegetable & Cooking Oils,manganese,0,361,3
Vegetable & Cooking Oils,sodium hydroxide,0,361,3
Vegetable & Cooking Oils,paraffin,0,361,3
Vegetable & Cooking Oils,ethylenediaminetetraacetic acid,0,361,2
Vegetable & Cooking Oils,5-hydroxytryptophan,0,361,2
Vegetable & Cooking Oils,guggulsterone,0,361,2
Vegetable & Cooking Oils,novel food ingredient mucuna pruriens,0,361,2
Vegetable & Cooking Oils,boron chelate,0,361,2
Vegetable & Cooking Oils,"tin, cobalt, germanium, vanadium",0,361,2
Vegetable & Cooking Oils,glycine,0,361,2
Vegetable & Cooking Oils,lactose,0,361,2
Vegetable & Cooking Oils,n-acetylcysteine,0,361,2
Vegetable & Cooking Oils,l-carnitine fumarate,0,361,2
Vegetable & Cooking Oils,molybdenum amino acid chelate,0,361,2
Vegetable & Cooking Oils,beta-asarone,0,361,2
Vegetable & Cooking Oils,"nickel, cobalt",0,361,2
Vegetable & Cooking Oils,nor-acetildenafil,0,361,2
Vegetable & Cooking Oils,selenium,0,361,2
Vegetable & Cooking Oils,silver,0,361,2
Vegetable & Cooking Oils,color red sandalwood extract,0,361,2
Vegetable & Cooking Oils,"vitamin b12, caffeine",0,361,2
Vegetable & Cooking Oils,nimesulide,0,361,2
Vegetable & Cooking Oils,organic germanium,0,361,2
Vegetable & Cooking Oils,color orange rn,0,361,2
Vegetable & Cooking Oils,hydroxymethylfurfural,0,361,2
Vegetable & Cooking Oils,microbiological contamination,0,361,2
Vegetable & Cooking Oils,nutrients,0,361,2
Vegetable & Cooking Oils,food supplement,0,361,2
Vegetable & Cooking Oils,animal ingredients,0,361,2
Vegetable & Cooking Oils,barium,0,361,2
Vegetable & Cooking Oils,animal protein,0,361,2
Vegetable & Cooking Oils,nitrites,0,361,2
Vegetable & Cooking Oils,protein,0,361,2
Vegetable & Cooking Oils,deg,0,361,2
Vegetable & Cooking Oils,methyl-p-hydroxybenzoate,0,361,2
Vegetable & Cooking Oils,chlorine dioxide,0,361,2
Vegetable & Cooking Oils,triphosphate,0,361,2
Vegetable & Cooking Oils,total color,0,361,2
Vegetable & Cooking Oils,fraud with,0,361,2
Vegetable & Cooking Oils,calcium carbonate,0,361,2
Vegetable & Cooking Oils,polysorbates,0,361,2
Vegetable & Cooking Oils,phosphoric acid,0,361,2
Vegetable & Cooking Oils,sodium sorbate,0,361,2
Vegetable & Cooking Oils,sodium aluminium phosphate,0,361,2
Vegetable & Cooking Oils,plain caramel,0,361,2
Vegetable & Cooking Oils,orthophenylphenol,0,361,2
Vegetable & Cooking Oils,indigotine / indigo carmine,0,361,2
Vegetable & Cooking Oils,disodium diphosphate,0,361,2
Vegetable & Cooking Oils,jelly mini-cups containing carrageenan e 407,0,361,2
Vegetable & Cooking Oils,hexamethylene tetramine,0,361,2
Vegetable & Cooking Oils,boric acid,0,361,2
Vegetable & Cooking Oils,curcumin,0,361,2
Vegetable & Cooking Oils,sodium propyl p-hydroxybenzoate,0,361,2
Vegetable & Cooking Oils,fumaric acid,0,361,2
Vegetable & Cooking Oils,abietic acid,0,361,2
Vegetable & Cooking Oils,"2,4-dinitrophenol",0,361,2
Vegetable & Cooking Oils,benzophenone,0,361,2
Vegetable & Cooking Oils,food additive white mineral oil,0,361,2
Vegetable & Cooking Oils,bromate,0,361,2
Vegetable & Cooking Oils,antimony,0,361,2
Vegetable & Cooking Oils,mercury droplets,0,361,2
Vegetable & Cooking Oils,inner coating peeling off,0,361,2
Vegetable & Cooking Oils,naphthalene,0,361,2
Vegetable & Cooking Oils,ethylcarbamate,0,361,2
Vegetable & Cooking Oils,styrene,0,361,2
Vegetable & Cooking Oils,paraffin oil,0,361,2
Vegetable & Cooking Oils,formol,0,361,2
Vegetable & Cooking Oils,garcinia cambogia desr,0,361,1
Vegetable & Cooking Oils,vitamin e,0,361,1
Vegetable & Cooking Oils,papain,0,361,1
Vegetable & Cooking Oils,senna alexandrina mill.,0,361,1
Vegetable & Cooking Oils,d-aspartic acid,0,361,1
