,classification,date_case,date_last_change,reference,country,type,category,subject
616,alert,04/06/2003,22/09/2014,2003.140,Finland,food,"dietetic foods, food supplements, fortified foods","2,4-dinitrophenol (DNP) in yellow ""fat burner"" capsules - 530 mg"
617,alert,29/04/2003,,2003.113,Germany,food,fish and fish products,"benzo(a)pyrene (10,3 in oil µg/kg - ppb) and polycyclic aromatic hydrocarbons (total heavey PAk 43,5 µg/kg - ppb) in riga sprats in oil"
618,alert,28/04/2003,,2003.112,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (1015 mg/kg - ppm) in soya sauce"
619,information,08/04/2003,,2003.ATU,Spain,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.046 mg/kg - ppm) in soy sauce"
620,information,28/03/2003,,2003.ASH,Italy,food,milk and milk products,dioxins in milk
621,alert,27/03/2003,,2003.075,Germany,food,fish and fish products,benzo(a)pyrene (27 30 15 µg/kg - ppb) and polycyclic aromatic hydrocarbons (90.8 94.7 49.9 µg/kg - ppb) in Riga sprats in oil
622,alert,26/03/2003,,2003.074,Netherlands,food,"dietetic foods, food supplements, fortified foods","dioxins (3,24 PCDD/F-TEQ - fat lower 3,40 PCDD/F-TEQ - fat upper pg WHO/g) in Foodsupplement on the basis of tuna-oil in capsules"
623,alert,14/03/2003,,2003.063,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (660 mg/kg - ppm) in Soy sauce"
624,alert,04/03/2003,,2003.054,Germany,food,fats and oils,"dioxins (3.49 3,0 pg WHO/g) in fish oil preparation"
625,alert,27/02/2003,,2003.050,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (31 µg/kg - ppb) in vitamin E capsules
626,alert,25/02/2003,,2003.048,Germany,food,fish and fish products,"benzo(a)pyrene (9,6 + 5,0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (29,2 + 14,6 (total heavy) µg/kg - ppb) in canned sprats in oil"
627,alert,24/02/2003,,2003.047,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (390 mg/kg - ppm) in soy sauce"
628,alert,21/02/2003,,2003.045,Germany,food,fish and fish products,benzo(a)pyrene (11.7 7.4 12.7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (35.6 20.6 42.2 µg/kg - ppb) in Riga sprats
629,alert,18/02/2003,,2003.041,Germany,food,fish and fish products,"benzo(a)pyrene (3,7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (11,7 (total low volatile) µg/kg - ppb) in Sprat paste - smoked"
630,alert,18/02/2003,,2003.040,Germany,food,fish and fish products,"benzo(a)pyrene (in oil: 5,1in fish 0,4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (in Oil: 17,6 (total low volatile) in fish: 0,9 (total heavy) µg/kg - ppb) in Riga sprats in oil - canned"
631,information,13/02/2003,,2003.AIG,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.085 mg/kg - ppm) in soy sauce"
632,information,13/02/2003,,2003.AIF,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.035 mg/kg - ppm) in soy sauce"
633,information,13/02/2003,,2003.AIE,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.13 mg/kg - ppm) in soy sauce"
634,information,13/02/2003,,2003.AID,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (2.161 mg/kg - ppm) in soy sauce"
635,information,13/02/2003,,2003.AIC,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (35.992 mg/kg - ppm) and 1,3-dichloropropanol (1,3-DCP) (0.017 mg/kg - ppm) in soy sauce"
636,information,13/02/2003,,2003.AIB,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.027 mg/kg - ppm) in soy sauce"
637,alert,07/02/2003,,2003.032,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (21-54 µg/kg - ppb) in Vitamin E
638,alert,04/02/2003,,2003.027,Germany,food,fish and fish products,"benzo(a)pyrene (25, 37 and 42 µg/kg - ppb) and polycyclic aromatic hydrocarbons (104, 129 and 130 µg/kg - ppb) in Sprat in oil"
639,alert,31/01/2003,,2003.025,Germany,food,fish and fish products,benzo(a)pyrene (8.2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (26.4 µg/kg - ppb) in Sprat paste - canned smoked
640,alert,31/01/2003,,2003.024,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (220 mg/kg - ppm) in Soy sauce"
641,information,30/01/2003,20/03/2014,2003.AFP,Finland,food,fish and fish products,benzo(a)pyrene (4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1040 µg/kg - ppb) in Riga sprats in oil - smoked from Latvia
642,information,27/01/2003,,2003.AEV,Germany,food,meat and meat products (other than poultry),"polychlorobifenyls (0,020 pCB 101; 0,056 PCB 138; 0,061 PCB 153; 0,030 PCB 180 mg/kg - ppm) in Casings - animal from China"
643,alert,23/01/2003,,2003.016,France,food,meat and meat products (other than poultry),dioxins (6 pg TEQ/g in fat pg TE/g) in living bovine animals for fattening
644,alert,15/01/2003,,2003.008,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (386 mg/kg - ppm) in Soy sauce"
645,alert,10/01/2003,,2003.003,Germany,food,fish and fish products,"benzo(a)pyrene (in oil: 39 in fish: 6,7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil: 116 (total heavy) in fish 19,9 (total heavy) µg/kg - ppb) in Sprats in oil - Baltic"
646,alert,24/12/2002,,2002.434,Netherlands,food,"dietetic foods, food supplements, fortified foods","benzo(a)pyrene (1) 43,8 2) 45,4 µg/kg - ppb) in Raw material for food supplements"
647,alert,06/12/2002,,2002.412,Netherlands,food,"dietetic foods, food supplements, fortified foods","benzo(a)pyrene (19,9 60,5 µg/kg - ppb) in raw material for food supplement: extract of Citrus aurantium"
648,alert,29/11/2002,,2002.399,Germany,food,fish and fish products,benzo(a)pyrene (CAN1: 3.7 - total heavy PAHs: 10.9 CAN 2: 3.1 - total heavy PAHs: 8.8 µg/kg - ppb) in Riga sprats in oil
649,alert,29/11/2002,,2002.394,Netherlands,food,"dietetic foods, food supplements, fortified foods","benzo(a)pyrene (6,9 + 12,8 µg/kg - ppb) in Evening primrose oil capsules"
650,alert,14/11/2002,,2002.376,Norway,food,"dietetic foods, food supplements, fortified foods","dioxins (0,58 pg WHO TEQ/g) and polychlorobifenyls (11,48 pg WHO TEQ/g) in Fish oil capsules from the Netherlands"
651,alert,08/11/2002,,2002.371,Belgium,food,"dietetic foods, food supplements, fortified foods","dioxins (PCDD/PCDF - upper bound: 2,52 fat  lowerbound: 2,19  fat - PCB's WHO TEQ: 3,2 pg WHO/g) in Fish oil capsules"
652,information,07/11/2002,,2002.BKH,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (1) 21.8  + 2) 0.207  3) 0.067  + 4) 0.038  given normalised to 40% dry matter content mg/kg - ppm) in Soy sauce"
653,alert,05/11/2002,,2002.363,Germany,food,fish and fish products,"benzo(a)pyrene (in oil 5,9 in fish 0,7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil 19,7 (heavy PAHs) in fish 2,2 (heavy PAHs) µg/kg - ppb) in Sprats in oil - rigaer"
654,information,24/10/2002,,2002.BIX,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0,28 mg/kg - ppm) in Food seasoning powder (pork flavour)"
655,alert,18/10/2002,,2002.348,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0,91 dry matter mg/kg - ppm) in Soy sauce"
656,alert,14/10/2002,,2002.342,Germany,food,fish and fish products,"benzo(a)pyrene (n oil 10,3 + 11,6 in fish 1,2 + 1,6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (in oil 32,3 + 37,7(heavy PAHs) in fish 3,8 + 5,2 (heavy PAHs) µg/kg - ppb) in Herring - smoked in vegetable oil"
657,alert,11/10/2002,,2002.339,Germany,food,fish and fish products,"benzo(a)pyrene (in oil 21,4 + 16,8 in fish 3,5 + 2,8) and polycyclic aromatic hydrocarbons (in oil 62,6 + 53,1 (heavy PAHs) in fish 10,2 + 8,7 (heavy PAHs)) in Sprats in oil - baltic"
658,information,13/09/2002,,2002.BDC,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (15 mg/kg - ppm) in Soy sauce"
659,alert,02/09/2002,,2002.301,Ireland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (59 µg/kg - ppb) in Evening primrose oil capsules
660,alert,02/09/2002,,2002.300,Ireland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (5 µg/kg - ppb) in Evening primrose oil capsules
661,information,29/08/2002,20/03/2014,2002.BBI,Italy,food,fats and oils,polycyclic aromatic hydrocarbons (Above the legal limit) in Olive- residue oil from Italy
662,alert,29/08/2002,,2002.296,Austria,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),"benzo(a)pyrene (4,2 + 2,8 + 42 µg/kg - ppb) in Tuna fillets in olive oil"
663,information,26/08/2002,20/03/2014,2002.BBD,Germany,food,fats and oils,"benzo(a)pyrene (4,6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (22,5 (heavy PAHs) 94 (total) µg/kg - ppb) in Oil - edible from Greece"
664,information,12/08/2002,20/03/2014,2002.AZC,Germany,food,fish and fish products,"polycyclic aromatic hydrocarbons (1,3 in fish 8,1 in oil µg/kg - ppb) in Sprat in oil - Rigaer from Latvia"
665,alert,12/08/2002,,2002.281,Germany,food,fish and fish products,"benzo(a)pyrene (1,5 in fish 19 in Oil µg/kg - ppb) in Sprat in oil - Rigaer"
666,alert,12/08/2002,,2002.280,Germany,food,fish and fish products,"benzo(a)pyrene (5,2 µg/kg - ppb) in Sprat paste smoked"
667,alert,01/08/2002,,2002.268,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (15,7 1,6 + 15,5 mg/kg - ppm) in Soy sauce"
668,alert,29/07/2002,,2002.266,Austria,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),"benzo(a)pyrene (3,7 µg/kg - ppb) in Tuna fillets in olive oil"
669,alert,18/06/2002,,2002.232,France,food,fish and fish products,"polycyclic aromatic hydrocarbons (See for full list the file) in Eels, Catfish + Sardines"
670,information,15/05/2002,,2002.ANJ,Germany,food,milk and milk products,"dioxins (4,8 in the shrimpshell 0,495  in the crab butter ng/kg - ppt) in Crab butter"
671,alert,19/04/2002,,2002.171,Germany,food,fish and fish products,"benzo(a)pyrene (3,5 µg/kg - ppb) and polycyclic aromatic hydrocarbons (11,2 (heavy PAHs) µg/kg - ppb) in sprat in oil - Rigaer"
672,alert,19/04/2002,,2002.170,Germany,food,fish and fish products,"benzo(a)pyrene (77,0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (303,5 (heavy PAHs) µg/kg - ppb) in Sprat in oil - Baltic"
673,alert,12/04/2002,,2002.162,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (6,8 mg/kg - ppm) in Soy sauce"
674,alert,29/03/2002,,2002.146,Germany,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),benzo(a)pyrene (3.4 +   3.5 in oil µg/kg - ppb) and polycyclic aromatic hydrocarbons (35.5 + 36.8 (totalPAHS) in oil 9.3 +   9.7 (heavy PAHS) in oil µg/kg - ppb) in Tuna fillets in vegetable oil
675,alert,26/03/2002,,2002.126,Italy,food,fats and oils,"benzo(a)pyrene (13,00 µg/kg - ppb), polycyclic aromatic hydrocarbons (59.90 (total PAHs) µg/kg - ppb) and benzo(a)anthracene (36,85 µg/kg - ppb) in Olive- residue oil"
676,information,25/03/2002,,2002.AIE,Finland,food,prepared dishes and snacks,"3-monochlor-1,2-propanediol (3-MCPD) (300 + 30 mg/kg - ppm) in Noodles"
677,alert,12/03/2002,,2002.090,Germany,food,fish and fish products,"benzo(a)pyrene (12 µg/kg - ppb) and polycyclic aromatic hydrocarbons (29,0 (total PAHs) µg/kg - ppb) in Sprat paste - smoked"
678,alert,08/03/2002,,2002.084,Germany,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),"benzo(a)pyrene ( 6,9 -   6,3 -   7,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (29,9 - 26,9 - 26,9 µg/kg - ppb) in Tuna fillets in vegetable oil"
679,alert,25/02/2002,,2002.074,Austria,food,fish and fish products,"benzo(a)pyrene (6,0 µg/kg - ppb) in Sardines in vegetable oil"
680,alert,14/02/2002,,2002.051,Italy,food,fats and oils,"benzo(a)pyrene (27,26 µg/kg - ppb) and polycyclic aromatic hydrocarbons (122,04 (total PAHs) µg/kg - ppb) in Olive- residue oil"
681,information,06/02/2002,,2002.ADG,Spain,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (2220 µg/kg - ppb) in Soy sauce"
682,alert,04/02/2002,,2002.040,Germany,food,fish and fish products,"benzo(a)pyrene (4,0 + 3.29 µg/kg - ppb) and polycyclic aromatic hydrocarbons (8,4 + 6,2 (heavy PAHs) µg/kg - ppb) in Sardines in oil"
683,alert,29/01/2002,,2002.034,Belgium,food,poultry meat and poultry meat products,polychlorobifenyls (133 + 125 + 448  In fat µg/kg - ppb) in Chickens from Belgium
684,information,25/01/2002,,2002.ACD,Spain,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (23 µg/kg - ppb) in Soy sauce"
685,alert,25/01/2002,,2002.031,Germany,food,fish and fish products,benzo(a)pyrene (19-13-15 µg/kg - ppb) and polycyclic aromatic hydrocarbons (58.4 - 39.6 - 48.1 (heavy PAHs) µg/kg - ppb) in Sprat in oil - Rigaer
686,alert,24/01/2002,,2002.027,Netherlands,food,fats and oils,"benzo(a)pyrene (24,0 µg/kg - ppb) in Olive- residue oil"
687,alert,24/01/2002,,2002.026,Netherlands,food,fats and oils,"benzo(a)pyrene (27,0 µg/kg - ppb) in Olive- residue oil"
688,alert,24/01/2002,,2002.025,Netherlands,food,fats and oils,benzo(a)pyrene (53 µg/kg - ppb) in Olive- residue oil
689,alert,24/01/2002,,2002.024,Netherlands,food,fats and oils,"benzo(a)pyrene (7,5 µg/kg - ppb) in Olive- residue oil"
690,alert,24/01/2002,,2002.023,Netherlands,food,fats and oils,benzo(a)pyrene (39 µg/kg - ppb) in Olive oil
691,alert,24/01/2002,,2002.022,Netherlands,food,fats and oils,"benzo(a)pyrene (7,0 µg/kg - ppb) in Olive- residue oil"
692,alert,11/01/2002,,2002.013,United Kingdom,food,fats and oils,"benzo(a)anthracene (2,7 µg/kg - ppb) in Olive- residue oil"
693,alert,11/01/2002,,2002.012,United Kingdom,food,fats and oils,"benzo(a)anthracene (2,6 µg/kg - ppb) in Olive- residue oil"
694,information,10/01/2002,,2002.AAU,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (99 mg/kg - ppm) in Soy sauce"
695,alert,07/01/2002,,2002.005,Germany,food,fish and fish products,"benzo(a)pyrene (7,7 - 7,0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (33,4 - 31,3  (heavy PAHs) µg/kg - ppb) in Sardines in vegetable oil"
696,alert,29/12/2001,,2001.302,United Kingdom,food,fats and oils,benzo(a)pyrene (18 µg/kg - ppb) in Olive- residue oil
697,alert,29/12/2001,,2001.301,United Kingdom,food,fats and oils,"benzo(a)pyrene (15,1 ; 6,1 µg/kg - ppb) in Olive- residue oil"
698,alert,29/12/2001,,2001.300,United Kingdom,food,fats and oils,"benzo(a)pyrene (16,8 µg/kg - ppb) and benzo(a)anthracene (21,8 µg/kg - ppb) in Olive- residue oil"
699,alert,21/12/2001,,2001.298,Italy,food,fats and oils,benzo(a)pyrene (12 - 7 µg/kg - ppb) in Olive- residue oil
700,alert,20/12/2001,,2001.296,Germany,food,fish and fish products,"benzo(a)pyrene (3,4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (10,38 (total PAHs) µg/kg - ppb) in Sardines in vegetable oil"
701,alert,19/12/2001,,2001.293,Italy,food,fats and oils,"benzo(a)pyrene (1,1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (11,2 (total pAHs) µg/kg - ppb) in Olive- residue oil"
702,alert,17/12/2001,,2001.287,United Kingdom,food,fats and oils,"benzo(a)pyrene (7,58 µg/kg - ppb) in Olive- residue oil"
703,alert,17/12/2001,,2001.286,Norway,food,fats and oils,benzo(a)pyrene (29 µg/kg - ppb) in Olive- residue oil
704,alert,17/12/2001,,2001.285,Norway,food,fats and oils,benzo(a)pyrene (24 µg/kg - ppb) in Olive- residue oil
705,information,13/12/2001,20/03/2014,2001.OY,Sweden,food,fats and oils,benzo(a)pyrene (7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (75 (total PAHs) µg/kg - ppb) in Olive oil from Spain
706,alert,13/12/2001,,2001.280,Sweden,food,fats and oils,"benzo(a)pyrene (23 µg/kg - ppb) and polycyclic aromatic hydrocarbons (139,7 (total PAHs) µg/kg - ppb) in Olive oil"
707,alert,13/12/2001,,2001.279,Sweden,food,fats and oils,"benzo(a)pyrene (8,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (147,8 (total PAHs) µg/kg - ppb) in Olive oil"
708,alert,13/12/2001,,2001.278,Sweden,food,fats and oils,"benzo(a)pyrene (9,6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (133,9 (total PAHs) µg/kg - ppb) in Olive oil - extra virgin"
709,alert,13/12/2001,,2001.277,Sweden,food,fats and oils,"benzo(a)pyrene (7,8 µg/kg - ppb) and polycyclic aromatic hydrocarbons (142,3 (total PAHs) µg/kg - ppb) in Olive oil - extra virgin"
710,alert,13/12/2001,,2001.276,Sweden,food,fats and oils,"benzo(a)pyrene (6,3 µg/kg - ppb) and polycyclic aromatic hydrocarbons (87,6 (total PAHs) µg/kg - ppb) in Olive oil"
711,alert,11/12/2001,,2001.274,Norway,food,fats and oils,benzo(a)pyrene (1231 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1051( total PAHs) 422 (heavy PAHs) µg/kg - ppb) in Oil labelled as olive oil
712,alert,06/12/2001,,2001.270,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (> 581 mg/kg - ppm) in Soy sauce"
713,alert,06/12/2001,,2001.269,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (222 mg/kg - ppm) in Soy sauce"
714,alert,04/12/2001,,2001.268,France,food,meat and meat products (other than poultry),dioxins (Possible presence) in bovine - live animals
715,alert,03/12/2001,,2001.267,Austria,food,fish and fish products,"benzo(a)pyrene (15,9 µg/kg - ppb) in Sardines in vegetable oil"
716,alert,27/11/2001,,2001.260,Germany,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),"benzo(a)pyrene (4,1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (19,01 (heavy PAHs in oil) µg/kg - ppb) in Tuna fillets in olive oil"
717,alert,13/11/2001,,2001.247,Norway,food,fats and oils,"benzo(a)pyrene (4,30 µg/kg - ppb) and polycyclic aromatic hydrocarbons (219 (total PAHs) 35,4 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
718,alert,12/11/2001,,2001.245,Italy,food,fats and oils,"benzo(a)pyrene (22,8 µg/kg - ppb) and polycyclic aromatic hydrocarbons (45,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
719,alert,12/11/2001,,2001.244,Germany,food,fats and oils,"benzo(a)pyrene (13 µg/kg - ppb) and polycyclic aromatic hydrocarbons (35,8 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
720,alert,12/11/2001,,2001.243,Germany,food,fats and oils,"benzo(a)pyrene (13 µg/kg - ppb) and polycyclic aromatic hydrocarbons (35,8 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
721,alert,12/11/2001,,2001.242,Germany,food,fats and oils,"benzo(a)pyrene (12 µg/kg - ppb) and polycyclic aromatic hydrocarbons (39,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
722,alert,12/11/2001,,2001.241,Germany,food,fats and oils,"benzo(a)pyrene (9,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (21,5 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
723,alert,08/11/2001,,2001.239,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (4,86 mg/kg - ppm) in Soy sauce"
724,alert,07/11/2001,,2001.238,Germany,food,molluscs and products thereof - (obsolete),benzo(a)pyrene (1.2 + 1.1 +1.6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (6.2 + 7.7 + 10.1 (heavy PAHs) µg/kg - ppb) in Mussels in spicy garlic sauce
725,alert,07/11/2001,,2001.237,Germany,food,fish and fish products,benzo(a)pyrene (3.1 + 4.0 + 7.1 + 3.4 + 4. µg/kg - ppb) and polycyclic aromatic hydrocarbons (14.2 + 14.3 + 31.6 + 14.2 + 21.9 (heavy PAHs) µg/kg - ppb) in Sardines in vegetable oil
726,alert,07/11/2001,,2001.236,Germany,food,fish and fish products,"benzo(a)pyrene (3,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (12,9 (heavy PAHs) µg/kg - ppb) in Mackerel fillets in vegetable oil"
727,alert,06/11/2001,,2001.234,Germany,food,molluscs and products thereof - (obsolete),"benzo(a)pyrene (13,0) and polycyclic aromatic hydrocarbons (41(heavy PAHs) µg/kg - ppb) in Mussels in spicy sauce"
728,alert,06/11/2001,,2001.233,Germany,food,molluscs and products thereof - (obsolete),"benzo(a)pyrene (14,0 - 13,0 - 17,0 - 12,0 - 11,0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (58,3 - 48,9 - 73,2 - 47,8 - 42,4 (heavy PAHs) µg/kg - ppb) in Mussels in spicy sauce"
729,alert,16/10/2001,,2001.214,Austria,food,fats and oils,"benzo(a)pyrene (36,9 + 39,3 + 9,2 + 11,2 µg/kg - ppb) in Olive- residue oil"
730,alert,16/10/2001,,2001.213,Austria,food,fats and oils,"benzo(a)pyrene (3,5  ± 0,7  in the oil µg/kg - ppb) in Oil labelled as olive oil used in canned mackerel fillets"
731,alert,15/10/2001,,2001.211,Sweden,food,fats and oils,benzo(a)pyrene (126 µg/kg - ppb) and polycyclic aromatic hydrocarbons (4049 (total) Carciogenic: 779 µg/kg - ppb) in Olive- residue oil
732,alert,15/10/2001,,2001.210,Sweden,food,fats and oils,benzo(a)pyrene (43 µg/kg - ppb) and polycyclic aromatic hydrocarbons (393 (total) Carciogenic: 335 µg/kg - ppb) in Olive- residue oil
733,alert,15/10/2001,,2001.209,Sweden,food,fats and oils,benzo(a)pyrene (27 µg/kg - ppb) and polycyclic aromatic hydrocarbons (416 (total) Carciogenic: 156 µg/kg - ppb) in Olive- residue oil
734,alert,15/10/2001,,2001.208,Sweden,food,fats and oils,benzo(a)pyrene (14 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1010 (total) Carciogenic: 142 µg/kg - ppb) in Olive- residue oil
735,alert,15/10/2001,,2001.207,Sweden,food,fats and oils,benzo(a)pyrene (21 µg/kg - ppb) and polycyclic aromatic hydrocarbons (987 (total) Carciogenic: 125 µg/kg - ppb) in Olive- residue oil
736,alert,15/10/2001,,2001.206,Sweden,food,fats and oils,benzo(a)pyrene (28 µg/kg - ppb) and polycyclic aromatic hydrocarbons (998 (total) Carciogenic: 147 µg/kg - ppb) in Olive- residue oil
737,alert,15/10/2001,,2001.205,Sweden,food,fats and oils,benzo(a)pyrene (15 µg/kg - ppb) and polycyclic aromatic hydrocarbons (921 (total) Carciogenic: 128 µg/kg - ppb) in Olive- residue oil
738,alert,15/10/2001,,2001.204,Sweden,food,fats and oils,benzo(a)pyrene (10 µg/kg - ppb) and polycyclic aromatic hydrocarbons (329 (total) Carciogenic: 51) in Olive- residue oil
739,alert,15/10/2001,,2001.203,Sweden,food,fats and oils,"benzo(a)pyrene (2,8 µg/kg - ppb) and polycyclic aromatic hydrocarbons (180 (total) Carciogenic: 30 µg/kg - ppb) in Olive- residue oil"
740,alert,12/10/2001,,2001.202,Italy,food,fats and oils,"benzo(a)pyrene (4,41 µg/kg - ppb) and polycyclic aromatic hydrocarbons (21,70 µg/kg - ppb) in Olive- residue oil"
741,alert,11/10/2001,,2001.200,Italy,food,fats and oils,"benzo(a)pyrene (6,7 µg/kg - ppb) in Olive- residue oil"
742,alert,09/10/2001,,2001.197,Italy,food,fats and oils,"benzo(a)pyrene (9,81 µg/kg - ppb) and polycyclic aromatic hydrocarbons (52,74 µg/kg - ppb) in Olive- residue oil"
743,alert,27/09/2001,,2001.190,Germany,food,fats and oils,"benzo(a)pyrene (3,8 (in oil) µg/kg - ppb) and polycyclic aromatic hydrocarbons (16,3 (heavy PAHs in oil) µg/kg - ppb) in Tuna loins in vegetable oil - canned"
744,alert,27/09/2001,,2001.189,Germany,food,fats and oils,"benzo(a)pyrene (26 (in oil) 3,8 (in fish) µg/kg - ppb) and polycyclic aromatic hydrocarbons (123 (heavy PAHs in oil)  16,1 (heavy PAHs in fish) µg/kg - ppb) in anchovy fillets  in olive oil - canned"
745,alert,27/09/2001,,2001.188,Belgium,food,fats and oils,benzo(a)pyrene (15 - 9 - 25 µg/kg - ppb) in Olive- residue oil
746,alert,25/09/2001,,2001.186,Austria,food,fats and oils,benzo(a)pyrene (28 µg/kg - ppb) in Olive- residue oil
747,alert,21/09/2001,,2001.184,United Kingdom,food,fats and oils,"benzo(a)pyrene (34,2 µg/kg - ppb) in Olive- residue oil"
748,alert,21/09/2001,,2001.183,United Kingdom,food,fats and oils,"benzo(a)pyrene (9,53 + 9,15 µg/kg - ppb) in Olive- residue oil"
749,alert,21/09/2001,,2001.182,United Kingdom,food,fats and oils,"benzo(a)pyrene (43,2 + 30,9 µg/kg - ppb) in Olive- residue oil"
750,alert,21/09/2001,,2001.181,United Kingdom,food,fats and oils,"benzo(a)pyrene (13,3 µg/kg - ppb) in Olive- residue oil"
751,alert,13/09/2001,,2001.174,Italy,food,fats and oils,"benzo(a)pyrene (5,87 µg/kg - ppb) and polycyclic aromatic hydrocarbons (32,56 µg/kg - ppb) in Olive- residue oil"
752,alert,11/09/2001,,2001.172,Ireland,food,fats and oils,benzo(a)pyrene (16 + 41 µg/kg - ppb) in Olive- residue oil
753,alert,11/09/2001,,2001.171,Ireland,food,fats and oils,benzo(a)pyrene (29 + 43 µg/kg - ppb) in Olive- residue oil
754,alert,11/09/2001,,2001.170,Germany,food,fats and oils,"benzo(a)pyrene (19 µg/kg - ppb) and polycyclic aromatic hydrocarbons (74,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
755,alert,11/09/2001,,2001.169,Germany,food,fats and oils,"benzo(a)pyrene (5 µg/kg - ppb) and polycyclic aromatic hydrocarbons (28,4 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
756,alert,11/09/2001,,2001.168,Germany,food,fats and oils,"benzo(a)pyrene (9,5 µg/kg - ppb) and polycyclic aromatic hydrocarbons (61,5 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
757,alert,11/09/2001,,2001.167,Germany,food,fats and oils,benzo(a)pyrene (17 µg/kg - ppb) and polycyclic aromatic hydrocarbons (70 (heavy PAHs) µg/kg - ppb) in Olive- residue oil
