,classification,date_case,date_last_change,reference,country,type,category,subject
2016,information,06/10/2003,,2003.BXS,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),lead (0.832 mg/kg - ppm) in refrigerated tuna fillets (Thunnus albacares)
2017,information,29/09/2003,,2003.BWD,Portugal,food,fish and fish products,cadmium (0.12 mg/kg - ppm) in frozen swordfish (xiphias gladius)
2018,information,29/09/2003,,2003.BWC,Portugal,food,fish and fish products,cadmium (0.09 mg/kg - ppm) in frozen swordfish (xiphias gladius)
2019,information,26/09/2003,,2003.BVY,Spain,food,confectionery,lead (0.4 mg/kg - ppm) in chewing gum
2020,information,25/09/2003,22/07/2015,2003.BVW,Italy,food,fish and fish products,mercury (1.66 mg/kg - ppm) in frozen porbeagle
2021,information,23/09/2003,,2003.BVI,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (presence) in swordfish (Xiphias gladius)
2022,information,22/09/2003,,2003.BVC,Italy,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2023,information,19/09/2003,,2003.BUS,Italy,food,fish and fish products,cadmium (presence) in fozen swordfish (xiphias gladius)
2024,information,19/09/2003,,2003.BUR,Italy,food,fish and fish products,cadmium (presence) in frozen swordfish (xiphias gladius)
2025,information,18/09/2003,,2003.BUQ,Italy,food,fish and fish products,cadmium (0.13 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2026,information,18/09/2003,,2003.BUP,Italy,food,fish and fish products,cadmium (0.100 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2027,information,18/09/2003,,2003.BUN,Italy,food,fish and fish products,cadmium (0.082 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2028,information,18/09/2003,,2003.BUM,Italy,food,fish and fish products,cadmium (0.11 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2029,information,16/09/2003,,2003.BUC,Netherlands,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.085 mg/kg - ppm) in frozen swordfish
2030,information,12/09/2003,,2003.BTS,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.06 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2031,information,09/09/2003,,2003.BTB,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.362 mg/kg - ppm) in refrigerated swordfish slices
2032,alert,05/09/2003,,2003.246,Portugal,food,fish and fish products,cadmium (0.10 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2033,alert,05/09/2003,,2003.245,Portugal,food,fish and fish products,cadmium (0.12 mg/kg - ppm) in  frozen swordfish (Xiphias gladius)
2034,information,03/09/2003,,2003.BSB,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.11 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2035,information,03/09/2003,,2003.BRZ,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.12 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2036,information,03/09/2003,,2003.BRY,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.08 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2037,information,27/08/2003,,2003.BQV,Belgium,food,molluscs and products thereof - (obsolete),cadmium (1.7 and 1.082 mg/kg - ppm) in squid
2038,information,27/08/2003,,2003.BQU,United Kingdom,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.21 mg/kg - ppm) and mercury (1.7 mg/kg - ppm) in chilled swordfish loins
2039,information,26/08/2003,,2003.BQO,Italy,food,fish and fish products,mercury (1.409 mg/kg - ppm) in chilled swordfish in slices
2040,information,25/08/2003,03/05/2010,2003.BQI,United Kingdom,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.1 + 0.07 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius) from Indonesia
2041,information,19/08/2003,,2003.BPT,Italy,food,fish and fish products,cadmium (presence) in frozen swordfish( Xiphias gladius)
2042,information,19/08/2003,,2003.BPR,Spain,food,confectionery,lead (0.3 mg/kg - ppm) in chewing gum
2043,information,19/08/2003,,2003.BPN,Spain,food,confectionery,arsenic (0.2 mg/kg - ppm) and lead (0.5 mg/dm²) in chewing gum
2044,alert,19/08/2003,,2003.224,Italy,food,fish and fish products,mercury (1.82 mg/kg - ppm) in frozen dogfish fillets
2045,information,18/08/2003,,2003.BPJ,Spain,food,confectionery,arsenic (0.2 mg/kg - ppm) and lead (1.1 mg/kg - ppm) in chewing gum
2046,information,18/08/2003,,2003.BPI,Spain,food,confectionery,lead (0.4 mg/kg - ppm) in chewing gum
2047,information,18/08/2003,,2003.BPH,Germany,food,fish and fish products,mercury (1.68 +/- 0.177 2.14 +/- 0.218 1.31 +/- 0.136 1.34 +/- 0.180 1.35 +/- 0.181 mg/kg - ppm) in Swordfish (Xiphias gladius)
2048,information,18/08/2003,,2003.BPG,Spain,food,confectionery,lead (0.4 mg/kg - ppm) in chewing gum
2049,information,18/08/2003,,2003.BPF,Spain,food,confectionery,arsenic (0.3 mg/kg - ppm) and lead (0.9 mg/kg - ppm) in chewing gum
2050,information,18/08/2003,,2003.BPE,Spain,food,confectionery,lead (0.9 mg/kg - ppm) in chewing gum
2051,information,18/08/2003,,2003.BPC,Spain,food,confectionery,lead (0.5 mg/kg - ppm) in chewing gum
2052,information,13/08/2003,,2003.BOM,Netherlands,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.1 mg/kg - ppm) in frozen swordfish
2053,information,11/08/2003,,2003.BNL,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.3 µg/kg - ppb) in deepfrozen whole cuttlefish
2054,information,31/07/2003,,2003.BMF,Spain,food,fish and fish products,mercury (1.4 mg/kg - ppm) in frozen sharks
2055,alert,23/07/2003,,2003.186,Italy,food,fish and fish products,mercury (1.45 mg/kg - ppm) in frozen shark meat fillets
2056,information,22/07/2003,,2003.BKZ,Portugal,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.1 mg/kg - ppm) in frozen swordfish
2057,alert,22/07/2003,,2003.182,Italy,food,fish and fish products,mercury (3.61 mg/kg - ppm) in frozen porbeagle
2058,information,18/07/2003,,2003.BKR,Italy,food,fish and fish products,mercury (2.16 mg/kg - ppm) in frozen fillets of porbeagle (Isurus glaucus)
2059,information,14/07/2003,,2003.BJY,Italy,food,fish and fish products,cadmium (0.17 mg/kg - ppm) in frozen swordfish
2060,information,14/07/2003,,2003.BJW,Italy,food,fish and fish products,mercury (2.153 mg/kg - ppm) in refrigerated swordfish (Xiphias gladius)  REFRIGERATED  SWORDFIS(XIPHIAS GLADIUS)
2061,information,14/07/2003,,2003.BJU,Italy,food,fish and fish products,cadmium (0.09 mg/kg - ppm) in DEEP-FROZEN SWORDFISH
2062,information,14/07/2003,,2003.BJT,Italy,food,fish and fish products,cadmium (0.11 mg/kg - ppm) in frozen swordfish
2063,alert,10/07/2003,,2003.174,Italy,food,fish and fish products,mercury (3.88 mg/kg - ppm) in deep-frozen fillets of short-finned mako (isurus oxyrinchus)
2064,information,09/07/2003,,2003.BJI,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.571 mg/kg - ppm) in slices of refrigerated swordfish and tuna
2065,alert,07/07/2003,,2003.170,Italy,food,fish and fish products,mercury (1.36 mg/kg - ppm) in Frozen Skinned Dogfish (Squalus Acanthias)
2066,information,04/07/2003,,2003.BIF,Italy,food,fruits and vegetables,lead (LEAD ABOVE THE LEGAL LIMITS) in VEGETABLES PICKLED IN VINEGAR
2067,alert,04/07/2003,,2003.167,Germany,food,fish and fish products,mercury (11.355 mg/kg - ppm) in frozen swordfish loins
2068,alert,03/07/2003,,2003.165,Netherlands,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.12 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2069,information,18/06/2003,,2003.BGF,Italy,food,food contact materials,nickel in stainless steel whisks - hand-held mixers
2070,information,17/06/2003,,2003.BFR,Italy,food,"cocoa and cocoa preparations, coffee and tea",lead (3 mg/kg - ppm) in green tea
2071,information,17/06/2003,,2003.BFP,Italy,food,fish and fish products,cadmium (0.12 mg/kg - ppm) in swordfish (Xiphias gladius)
2072,information,16/06/2003,,2003.BFK,Spain,food,fish and fish products,cadmium (0.12 mg/kg - ppm) in swordfish (Xiphias gladius)
2073,information,16/06/2003,,2003.BEX,United Kingdom,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.07 mg/kg - ppm) in chilled swordfish loins
2074,information,13/06/2003,,2003.BEU,United Kingdom,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.06 mg/kg - ppm) in chilled swordfish loins
2075,information,11/06/2003,,2003.BEL,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.10 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2076,information,11/06/2003,,2003.BEK,Greece,food,molluscs and products thereof - (obsolete),cadmium (2.76 mg/kg - ppm) in frozen whole squid in block (Nototodarus Sloanii)
2077,information,10/06/2003,,2003.BEH,United Kingdom,food,fish and fish products,cadmium (0.075 mg/kg - ppm) in chilled swordfish loins  (Xiphias gladius)
2078,information,10/06/2003,,2003.BEG,United Kingdom,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.22 mg/kg - ppm) and mercury (2.1 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius)
2079,information,10/06/2003,,2003.BEF,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.21 mg/kg - ppm) in frozen mussels (Mytilus chilensis)
2080,information,05/06/2003,12/03/2008,2003.BDR,Germany,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (1.593 and 1.930) in frozen seafood cocktail from Thailand
2081,information,05/06/2003,,2003.BDT,Spain,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.109 mg/kg - ppm) and mercury (2.732 mg/kg - ppm) in swordfish
2082,information,03/06/2003,,2003.BDJ,Spain,food,fish and fish products,cadmium (0.05 mg/kg - ppm) and mercury (1.0 mg/kg - ppm) in swordfish (Xiphias gladius)
2083,information,03/06/2003,,2003.BDH,Spain,food,molluscs and products thereof - (obsolete),cadmium (2.1 mg/kg - ppm) in cuttlefish skewers
2084,alert,03/06/2003,,2003.138,Italy,food,fish and fish products,mercury (1.20 mg/kg - ppm) in frozen shark meat (Prionace glauca)
2085,information,19/05/2003,17/10/2007,2003.BBP,Italy,food,fish and fish products,"mercury (1,291 mg/kg - ppm) in refrigerated fillets of short-finned mako shark"
2086,information,19/05/2003,,2003.BBS,Italy,food,molluscs and products thereof - (obsolete),"cadmium (2,28 mg/kg - ppm) in whole washed cuttlefish (Sepia spp)"
2087,information,19/05/2003,,2003.BBQ,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),"mercury (1,432 mg/kg - ppm) in refrigerated tuna (thunnus thynnus)"
2088,information,13/05/2003,,2003.BAL,Spain,food,fruits and vegetables,arsenic (23.8 mg/kg - ppm) in seaweed
2089,information,13/05/2003,,2003.BAH,Spain,food,fruits and vegetables,arsenic (2.2 mg/kg - ppm) in seaweed
2090,information,12/05/2003,,2003.AZT,Italy,food,fish and fish products,cadmium (57-188-48-70-160 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2091,information,08/05/2003,,2003.AZQ,Italy,food,fruits and vegetables,"cadmium (0,53 mg/kg - ppm) and lead (2,57 mg/kg - ppm) in pickled mushrooms"
2092,information,06/05/2003,,2003.AYT,Spain,food,fish and fish products,"cadmium (0,10 mg/kg - ppm) and mercury (1,1 mg/kg - ppm) in swordfish"
2093,information,06/05/2003,,2003.AYS,Spain,food,fish and fish products,"cadmium (0,15 + 0,15 mg/kg - ppm) and mercury (3,01 + 1,74 mg/kg - ppm) in swordfish"
2094,information,06/05/2003,,2003.AYR,Spain,food,fish and fish products,"cadmium (0,05 mg/kg - ppm) in swordfish"
2095,information,06/05/2003,,2003.AYP,Spain,food,molluscs and products thereof - (obsolete),"cadmium (1,0 + 1,0 mg/kg - ppm) in frozen octopus"
2096,information,06/05/2003,,2003.AYN,Spain,food,molluscs and products thereof - (obsolete),"cadmium (2,3 + 1,2 mg/kg - ppm) in frozen baby octopus"
2097,information,06/05/2003,,2003.AYM,Spain,food,fish and fish products,"cadmium (anchovies: 0,49 hake: 0,07 mg/kg - ppm) in anchovy and hake barbels"
2098,information,30/04/2003,,2003.AXT,Spain,food,fats and oils,iron (presence) in palm oil
2099,information,28/04/2003,,2003.AXD,Italy,food,fish and fish products,cadmium (presence above limit in 4 out of 5 samples) in Swordfish
2100,information,24/04/2003,09/03/2012,2003.AWT,Italy,food,molluscs and products thereof - (obsolete),"cadmium (1,4 mg/kg - ppm) in squid (Loligo vulgaris)"
2101,information,24/04/2003,,2003.AWV,Greece,food,molluscs and products thereof - (obsolete),"cadmium (7,74 mg/kg - ppm) in frozen whole squid (Loligo vulgaris)"
2102,information,23/04/2003,24/08/2009,2003.AVM,Germany,food,crustaceans and products thereof,"cadmium (0,735 - 0,816 average: 0,776 mg/kg - ppm) in frozen seafood skewer with squid and shrimp"
2103,information,23/04/2003,,2003.AVW,Italy,food,molluscs and products thereof - (obsolete),"cadmium (1,28 mg/kg - ppm) in IQF frozen octopus (Sepia spp + Octopus spp)"
2104,information,23/04/2003,,2003.AVV,Italy,food,molluscs and products thereof - (obsolete),"cadmium (1,61 mg/kg - ppm) in IQF frozen baby octopus (Sepia spp + Octopus spp)"
2105,information,23/04/2003,,2003.AVU,Italy,food,molluscs and products thereof - (obsolete),"cadmium (1,18 mg/kg - ppm) in frozen whole cleaned cuttlefish IQF (Sepia spp + Octopus spp)"
2106,information,23/04/2003,,2003.AVP,Spain,food,molluscs and products thereof - (obsolete),"cadmium (1,2 mg/kg - ppm) in frozen clams (Tawera Gayi)"
2107,information,23/04/2003,,2003.AVN,Germany,food,fish and fish products,"cadmium (1,308 - 1,394 Average: 1,351 mg/kg - ppm) in frozen marinara mix with squid"
2108,alert,18/04/2003,,2003.105,Netherlands,food,fish and fish products,mercury (1.1 ppm mg/kg - ppm) in Shark loins
2109,information,11/04/2003,,2003.AUN,Spain,food,fish and fish products,"cadmium (0,1 mg/kg - ppm) in Frozen hake barbels"
2110,information,02/04/2003,,2003.ASY,United Kingdom,food,fish and fish products,"cadmium (0,36  (3  incremental samples) 0,13 (10  incremental samples) mg/kg - ppm) in Chilled swordfish loins"
2111,information,31/03/2003,,2003.ASM,United Kingdom,food,fish and fish products,cadmium (0.2 mg/kg - ppm) in chilled swordfish loins
2112,information,28/03/2003,,2003.ASG,Greece,food,molluscs and products thereof - (obsolete),"cadmium (1,49 mg/kg - ppm) in block frozen gutted octopus (Octopus spp)"
2113,information,26/03/2003,,2003.ARZ,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.13 mg/kg - ppm) in squid tentacles (Loligo formosana)
2114,information,25/03/2003,,2003.ARQ,Germany,food,food contact materials,"migration of lead (glass: 0,22 rim: 10,6 mg/dm²) from drinking glasses"
2115,information,19/03/2003,,2003.AQK,Spain,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (>1.0 mg/kg - ppm) in marlin
2116,information,19/03/2003,,2003.AQH,Spain,food,molluscs and products thereof - (obsolete),cadmium (>1.0 mg/kg - ppm) in cuttlefish portions
2117,information,18/03/2003,17/10/2007,2003.AQA,Spain,food,fish and fish products,mercury (1.3 mg/kg - ppm) in shark
2118,information,18/03/2003,,2003.APY,Spain,food,fish and fish products,cadmium (>0.05 mg/kg - ppm) and mercury (>1 mg/kg - ppm) in swordfish
2119,information,13/03/2003,,2003.APA,Spain,food,molluscs and products thereof - (obsolete),cadmium (1.4 mg/kg - ppm) in cuttlefish skewers
2120,information,12/03/2003,,2003.AOZ,Spain,food,molluscs and products thereof - (obsolete),cadmium (1.12 and > 1.0 mg/kg - ppm) in frozen squid
2121,information,12/03/2003,,2003.AOY,Portugal,food,molluscs and products thereof - (obsolete),cadmium (1.28 mg/kg - ppm) in whole washed frozen cuttlefish (sepia spp)
2122,alert,11/03/2003,,2003.060,Germany,food,fruits and vegetables,"lead (22 26 mg/kg - ppm), thorium (14.2 14.2 mg/kg - ppm) and uranium (3.6 3.6 mg/kg - ppm) in calabash chalk"
2123,information,10/03/2003,,2003.AOJ,Italy,food,molluscs and products thereof - (obsolete),cadmium (2.96 mg/kg - ppm) in frozen squid
2124,information,03/03/2003,,2003.AMV,Italy,food,cereals and bakery products,lead (1/ 0.49 ; 2/ 0.34 mg/kg - ppm) in gari (manioc semolina) and dried attieke(pounded fermented manioc)
2125,alert,03/03/2003,,2003.051,Italy,food,fish and fish products,mercury (2480 mg/kg - ppm) in Frozen swordfish
2126,information,27/02/2003,,2003.AMF,Spain,food,fruits and vegetables,arsenic (5.6 mg/kg - ppm) in reed seaweed
2127,information,21/02/2003,,2003.AKQ,Spain,food,fish and fish products,cadmium (>0.05 mg/kg - ppm) and mercury (> 1.0 mercury mg/kg - ppm) in swordfish
2128,information,21/02/2003,,2003.AKN,United Kingdom,food,fish and fish products,"mercury (4,05 mg/kg - ppm) in Swordfish"
2129,information,18/02/2003,,2003.AFU,Italy,food,molluscs and products thereof - (obsolete),"cadmium (1,77 and 1,38 mg/kg - ppm) in Cuttlefish"
